CHROM	POS	scaffold	start	end	annotation	hit_dist
scaffold_1	7958847	scaffold_1	7957006	7957942	jg30580	1373
scaffold_1	7958847	scaffold_1	7961028	7961886	jg30581	2610
scaffold_1	8197742	scaffold_1	8198013	8205348	jg30642	3938.5
scaffold_1	8419436	scaffold_1	8413951	8415292	jg30689	4814.5
scaffold_1	8419436	scaffold_1	8415778	8417159	jg30690	2967.5
scaffold_1	8419436	scaffold_1	8417295	8419029	jg30691	1274
scaffold_1	8572383	scaffold_1	8569399	8572153	jg30729	1607
scaffold_1	8572383	scaffold_1	8572995	8575441	jg30730	1835
scaffold_1	8572383	scaffold_1	8575673	8576088	jg30731	3497.5
scaffold_1	8572383	scaffold_1	8576312	8577757	jg30732	4651.5
scaffold_1	8922118	scaffold_1	8918394	8921020	jg30815	2411
scaffold_1	8922118	scaffold_1	8925613	8927563	jg30816	4470
scaffold_1	9425924	scaffold_1	9425129	9427951	jg30941	616
scaffold_1	9550704	scaffold_1	9546683	9547840	jg30984	3442.5
scaffold_1	9550704	scaffold_1	9554045	9554431	jg30985	3534
scaffold_1	9550926	scaffold_1	9546683	9547840	jg30984	3664.5
scaffold_1	9550926	scaffold_1	9554045	9554431	jg30985	3312
scaffold_1	10200291	scaffold_1	10201843	10204835	jg31149	3048
scaffold_1	10750010	scaffold_1	10746133	10746759	jg31294	3564
scaffold_1	10750010	scaffold_1	10746949	10751050	jg31295	1010.5
scaffold_1	10750010	scaffold_1	10752848	10753537	jg31296	3182.5
scaffold_1	11016355	scaffold_1	11012148	11014753	jg31352	2904.5
scaffold_1	11016355	scaffold_1	11016797	11017000	jg31353	543.5
scaffold_1	11016355	scaffold_1	11018166	11018498	jg31354	1977
scaffold_1	11020333	scaffold_1	11016797	11017000	jg31353	3434.5
scaffold_1	11020333	scaffold_1	11018166	11018498	jg31354	2001
scaffold_1	11020333	scaffold_1	11023603	11024538	jg31355	3737.5
scaffold_1	11223377	scaffold_1	11220114	11222316	jg31402	2162
scaffold_1	11223377	scaffold_1	11224050	11225489	jg31403	1392.5
scaffold_1	11563693	scaffold_1	11566280	11567836	jg31498	3365
scaffold_1	11736221	scaffold_1	11732644	11733075	jg31546	3361.5
scaffold_1	13300465	scaffold_1	13294190	13297907	jg31898	4416.5
scaffold_1	14112007	scaffold_1	14112841	14114566	jg32066	1696.5
scaffold_1	14112007	scaffold_1	14115111	14116611	jg32067	3854
scaffold_1	15028445	scaffold_1	15022153	15025827	jg32243	4455
scaffold_1	15028445	scaffold_1	15027972	15031787	jg32244	1434.5
scaffold_1	15232550	scaffold_1	15228451	15232111	jg32275	2269
scaffold_1	16162537	scaffold_1	16157934	16158991	jg32429	4074.5
scaffold_1	16162537	scaffold_1	16162981	16163376	jg32430	641.5
scaffold_1	16162537	scaffold_1	16164690	16165246	jg32431	2431
scaffold_1	16949545	scaffold_1	16945178	16945575	jg32493	4168.5
scaffold_1	16949545	scaffold_1	16945671	16946356	jg32494	3531.5
scaffold_1	17666581	scaffold_1	17660452	17663172	jg32620	4769
scaffold_1	17666703	scaffold_1	17660452	17663172	jg32620	4891
scaffold_1	17760158	scaffold_1	17757402	17757749	jg32633	2582.5
scaffold_1	18802421	scaffold_1	18801273	18802876	jg32839	346.5
scaffold_1	19609860	scaffold_1	19606673	19607092	jg33013	2977.5
scaffold_1	19609860	scaffold_1	19607448	19609712	jg33014	1280
scaffold_1	19609860	scaffold_1	19611481	19612372	jg33015	2066.5
scaffold_1	19609860	scaffold_1	19612698	19615382	jg33016	4180
scaffold_1	19625182	scaffold_1	19620204	19622198	jg33017	3981
scaffold_1	19625182	scaffold_1	19627143	19627709	jg33018	2244
scaffold_1	21832878	scaffold_1	21826360	21831669	jg33548	3863.5
scaffold_1	21832878	scaffold_1	21835321	21837293	jg33549	3429
scaffold_1	21888116	scaffold_1	21885664	21887051	jg33559	1758.5
scaffold_1	21888116	scaffold_1	21887383	21888945	jg33560	48
scaffold_1	21888116	scaffold_1	21889699	21890172	jg33561	1819.5
scaffold_1	21888116	scaffold_1	21891720	21892949	jg33562	4218.5
scaffold_1	21970628	scaffold_1	21967461	21967817	jg33583	2989
scaffold_1	21970628	scaffold_1	21969637	21969972	jg33584	823.5
scaffold_1	21970628	scaffold_1	21974209	21974484	jg33585	3718.5
scaffold_1	22573520	scaffold_1	22572861	22574045	jg33743	67
scaffold_1	22573520	scaffold_1	22576049	22578448	jg33744	3728.5
scaffold_2	15895	scaffold_2	15094	15714	jg358	491
scaffold_2	15895	scaffold_2	18667	19815	jg359	3346
scaffold_2	481195	scaffold_2	482792	486317	jg477	3359.5
scaffold_2	642526	scaffold_2	637282	638697	jg510	4536.5
scaffold_2	642526	scaffold_2	639035	640958	jg511	2529.5
scaffold_2	642526	scaffold_2	641682	642418	jg512	476
scaffold_2	656374	scaffold_2	653249	657121	jg515	1189
scaffold_2	656374	scaffold_2	658397	659424	jg516	2536.5
scaffold_2	656374	scaffold_2	660792	661702	jg517	4873
scaffold_2	657838	scaffold_2	653249	657121	jg515	2653
scaffold_2	657838	scaffold_2	658397	659424	jg516	1072.5
scaffold_2	657838	scaffold_2	660792	661702	jg517	3409
scaffold_2	717275	scaffold_2	713636	717135	jg531	1889.5
scaffold_2	717275	scaffold_2	718866	722394	jg532	3355
scaffold_2	1683074	scaffold_2	1678638	1682099	jg760	2705.5
scaffold_2	1683074	scaffold_2	1685846	1687226	jg761	3462
scaffold_2	1835186	scaffold_2	1830276	1832478	jg787	3809
scaffold_2	1835186	scaffold_2	1835592	1840068	jg788	2644
scaffold_2	1930593	scaffold_2	1924203	1927760	jg806	4611.5
scaffold_2	1930593	scaffold_2	1929033	1932068	jg807	42.5
scaffold_2	1930593	scaffold_2	1932706	1933842	jg808	2681
scaffold_2	1930593	scaffold_2	1934906	1936096	jg809	4908
scaffold_2	2181245	scaffold_2	2176220	2179440	jg863	3415
scaffold_2	2181245	scaffold_2	2180697	2183531	jg864	869
scaffold_2	2181245	scaffold_2	2184834	2185103	jg865	3723.5
scaffold_2	2371681	scaffold_2	2367707	2368773	jg907	3441
scaffold_2	2371681	scaffold_2	2372031	2372360	jg908	514.5
scaffold_2	2520881	scaffold_2	2515604	2516900	jg951	4629
scaffold_2	2520881	scaffold_2	2517073	2517932	jg952	3378.5
scaffold_2	2520881	scaffold_2	2519296	2520603	jg953	931.5
scaffold_2	2530864	scaffold_2	2526123	2530729	jg954	2438
scaffold_2	2530864	scaffold_2	2533183	2535038	jg955	3246.5
scaffold_2	2863795	scaffold_2	2861492	2863533	jg1019	1282.5
scaffold_2	2863795	scaffold_2	2864258	2873043	jg1020	4855.5
scaffold_2	3543398	scaffold_2	3539556	3542144	jg1158	2548
scaffold_2	3543398	scaffold_2	3542273	3542725	jg1159	899
scaffold_2	3563222	scaffold_2	3560119	3561776	jg1162	2274.5
scaffold_2	3617661	scaffold_2	3616162	3616515	jg1177	1322.5
scaffold_2	3678128	scaffold_2	3673576	3674368	jg1182	4156
scaffold_2	3690454	scaffold_2	3685723	3688730	jg1184	3227.5
scaffold_2	3690454	scaffold_2	3689356	3690431	jg1185	560.5
scaffold_2	3690454	scaffold_2	3692325	3696568	jg1186	3992.5
scaffold_2	4107600	scaffold_2	4105543	4105887	jg1266	1885
scaffold_2	4107600	scaffold_2	4110491	4113418	jg1267	4354.5
scaffold_2	4107849	scaffold_2	4105543	4105887	jg1266	2134
scaffold_2	4107849	scaffold_2	4110491	4113418	jg1267	4105.5
scaffold_2	4126927	scaffold_2	4122251	4122598	jg1271	4502.5
scaffold_2	4126927	scaffold_2	4123958	4124305	jg1272	2795.5
scaffold_2	4126927	scaffold_2	4125665	4126012	jg1273	1088.5
scaffold_2	4126927	scaffold_2	4127371	4127718	jg1274	617.5
scaffold_2	4126927	scaffold_2	4129078	4129425	jg1275	2324.5
scaffold_2	4126927	scaffold_2	4130785	4131132	jg1276	4031.5
scaffold_2	4520679	scaffold_2	4515888	4516717	jg1349	4376.5
scaffold_2	4520679	scaffold_2	4516794	4519729	jg1350	2417.5
scaffold_2	5196157	scaffold_2	5190642	5194366	jg1469	3653
scaffold_2	5196157	scaffold_2	5196732	5197229	jg1470	823.5
scaffold_2	5196157	scaffold_2	5199012	5201531	jg1471	4114.5
scaffold_2	5241713	scaffold_2	5240540	5240855	jg1475	1015.5
scaffold_2	5241713	scaffold_2	5244428	5247143	jg1476	4072.5
scaffold_2	5242850	scaffold_2	5240540	5240855	jg1475	2152.5
scaffold_2	5242850	scaffold_2	5244428	5247143	jg1476	2935.5
scaffold_2	5414360	scaffold_2	5414587	5418012	jg1503	1939.5
scaffold_2	8244657	scaffold_2	8240651	8242172	jg1850	3245.5
scaffold_2	8244657	scaffold_2	8248155	8250143	jg1851	4492
scaffold_2	9121449	scaffold_2	9115230	9118544	jg2013	4562
scaffold_2	9121449	scaffold_2	9122581	9123035	jg2014	1359
scaffold_2	9509613	scaffold_2	9505364	9506913	jg2076	3474.5
scaffold_2	9525411	scaffold_2	9521017	9521709	jg2079	4048
scaffold_2	9525411	scaffold_2	9522435	9522722	jg2080	2832.5
scaffold_2	9525411	scaffold_2	9529552	9531130	jg2081	4930
scaffold_2	9608542	scaffold_2	9604747	9607129	jg2096	2604
scaffold_2	9608542	scaffold_2	9612255	9612725	jg2097	3948
scaffold_2	9610492	scaffold_2	9604747	9607129	jg2096	4554
scaffold_2	9610492	scaffold_2	9612255	9612725	jg2097	1998
scaffold_2	9610530	scaffold_2	9604747	9607129	jg2096	4592
scaffold_2	9610530	scaffold_2	9612255	9612725	jg2097	1960
scaffold_2	9680238	scaffold_2	9676058	9676951	jg2107	3733.5
scaffold_2	9680238	scaffold_2	9676979	9677713	jg2108	2892
scaffold_2	9680238	scaffold_2	9679457	9681874	jg2109	427.5
scaffold_2	9680238	scaffold_2	9684159	9685649	jg2110	4666
scaffold_2	9948849	scaffold_2	9946600	9948765	jg2168	1166.5
scaffold_2	9948849	scaffold_2	9949165	9950704	jg2169	1085.5
scaffold_2	9948849	scaffold_2	9951654	9954281	jg2170	4118.5
scaffold_2	10303373	scaffold_2	10299765	10301557	jg2236	2712
scaffold_2	10303373	scaffold_2	10304108	10304998	jg2237	1180
scaffold_2	10442360	scaffold_2	10442680	10444653	jg2257	1306.5
scaffold_2	10650823	scaffold_2	10647427	10649230	jg2301	2494.5
scaffold_2	10650823	scaffold_2	10649958	10650387	jg2302	650.5
scaffold_2	10650823	scaffold_2	10650433	10650732	jg2303	240.5
scaffold_2	10650823	scaffold_2	10652453	10654259	jg2304	2533
scaffold_2	10957399	scaffold_2	10952833	10953096	jg2380	4434.5
scaffold_2	10957399	scaffold_2	10955248	10959513	jg2381	18.5
scaffold_2	10957399	scaffold_2	10960247	10962444	jg2382	3946.5
scaffold_2	10961480	scaffold_2	10955248	10959513	jg2381	4099.5
scaffold_2	10961480	scaffold_2	10960247	10962444	jg2382	134.5
scaffold_2	10961480	scaffold_2	10963617	10966858	jg2383	3757.5
scaffold_2	11486793	scaffold_2	11489483	11491758	jg2485	3827.5
scaffold_2	11532586	scaffold_2	11529070	11531052	jg2493	2525
scaffold_2	11532586	scaffold_2	11537036	11537998	jg2494	4931
scaffold_2	11973381	scaffold_2	11971076	11972977	jg2590	1354.5
scaffold_2	11973381	scaffold_2	11974809	11976293	jg2591	2170
scaffold_2	12725177	scaffold_2	12720047	12722253	jg2788	4027
scaffold_2	12725177	scaffold_2	12727803	12728165	jg2789	2807
scaffold_2	12725735	scaffold_2	12720047	12722253	jg2788	4585
scaffold_2	12725735	scaffold_2	12727803	12728165	jg2789	2249
scaffold_2	12790793	scaffold_2	12787714	12790320	jg2804	1776
scaffold_2	12790793	scaffold_2	12791619	12798422	jg2805	4227.5
scaffold_2	13032468	scaffold_2	13030223	13031497	jg2858	1608
scaffold_2	13032468	scaffold_2	13033742	13034562	jg2859	1684
scaffold_2	13032468	scaffold_2	13035743	13036105	jg2860	3456
scaffold_2	13148375	scaffold_2	13142410	13145634	jg2884	4353
scaffold_2	13148375	scaffold_2	13152569	13153024	jg2885	4421.5
scaffold_2	13150396	scaffold_2	13152569	13153024	jg2885	2400.5
scaffold_2	13309500	scaffold_2	13305199	13309344	jg2927	2228.5
scaffold_2	13309500	scaffold_2	13309593	13312113	jg2928	1353
scaffold_2	13309500	scaffold_2	13312832	13315009	jg2929	4420.5
scaffold_2	13319464	scaffold_2	13318466	13320764	jg2930	151
scaffold_2	13319464	scaffold_2	13321717	13323473	jg2931	3131
scaffold_2	13594011	scaffold_2	13594693	13597779	jg3009	2225
scaffold_2	14012285	scaffold_2	14006859	14008498	jg3122	4606.5
scaffold_2	14012285	scaffold_2	14012664	14016645	jg3123	2369.5
scaffold_2	14310833	scaffold_2	14312955	14313359	jg3204	2324
scaffold_2	14310833	scaffold_2	14313937	14315444	jg3205	3857.5
scaffold_2	14698120	scaffold_2	14694044	14697717	jg3295	2239.5
scaffold_2	14698120	scaffold_2	14698772	14699113	jg3296	822.5
scaffold_2	15210124	scaffold_2	15205997	15208015	jg3420	3118
scaffold_2	15210124	scaffold_2	15209484	15209875	jg3421	444.5
scaffold_2	15210124	scaffold_2	15210959	15212391	jg3422	1551
scaffold_2	15210124	scaffold_2	15212810	15213232	jg3423	2897
scaffold_2	15212090	scaffold_2	15209484	15209875	jg3421	2410.5
scaffold_2	15212090	scaffold_2	15210959	15212391	jg3422	415
scaffold_2	15212090	scaffold_2	15212810	15213232	jg3423	931
scaffold_2	15212090	scaffold_2	15214096	15218760	jg3424	4338
scaffold_2	15337131	scaffold_2	15338493	15339444	jg3448	1837.5
scaffold_2	15337131	scaffold_2	15339784	15342805	jg3449	4163.5
scaffold_2	15438326	scaffold_2	15439536	15442533	jg3473	2708.5
scaffold_2	15694380	scaffold_2	15688862	15690595	jg3530	4651.5
scaffold_2	15694380	scaffold_2	15691501	15692254	jg3531	2502.5
scaffold_2	15694380	scaffold_2	15692921	15694333	jg3532	753
scaffold_2	15694380	scaffold_2	15695156	15698448	jg3533	2422
scaffold_2	15694380	scaffold_2	15698990	15699517	jg3534	4873.5
scaffold_2	15700281	scaffold_2	15695156	15698448	jg3533	3479
scaffold_2	15700281	scaffold_2	15698990	15699517	jg3534	1027.5
scaffold_2	15700281	scaffold_2	15699575	15700236	jg3535	375.5
scaffold_2	15700281	scaffold_2	15700669	15702573	jg3536	1340
scaffold_2	15703362	scaffold_2	15698990	15699517	jg3534	4108.5
scaffold_2	15703362	scaffold_2	15699575	15700236	jg3535	3456.5
scaffold_2	15703362	scaffold_2	15700669	15702573	jg3536	1741
scaffold_2	15873251	scaffold_2	15871220	15872680	jg3586	1301
scaffold_2	15873251	scaffold_2	15876777	15877411	jg3587	3843
scaffold_2	16245982	scaffold_2	16248587	16251336	jg3677	3979.5
scaffold_2	16247165	scaffold_2	16248587	16251336	jg3677	2796.5
scaffold_2	16617340	scaffold_2	16613477	16614547	jg3780	3328
scaffold_2	16617340	scaffold_2	16614845	16618384	jg3781	725.5
scaffold_2	16617340	scaffold_2	16618610	16620742	jg3782	2336
scaffold_2	16617340	scaffold_2	16621105	16622151	jg3783	4288
scaffold_2	16632534	scaffold_2	16625935	16629450	jg3786	4841.5
scaffold_2	16632534	scaffold_2	16632666	16638844	jg3787	3221
scaffold_3	222162	scaffold_3	218252	219230	jg23952	3421
scaffold_3	222162	scaffold_3	219648	220546	jg23953	2065
scaffold_3	222162	scaffold_3	221022	222087	jg23954	607.5
scaffold_3	222162	scaffold_3	222768	223298	jg23955	871
scaffold_3	227867	scaffold_3	222768	223298	jg23955	4834
scaffold_3	227867	scaffold_3	226563	229269	jg23956	49
scaffold_3	227867	scaffold_3	231222	232973	jg23957	4230.5
scaffold_3	300780	scaffold_3	296649	297734	jg23974	3588.5
scaffold_3	300780	scaffold_3	298324	300149	jg23975	1543.5
scaffold_3	300780	scaffold_3	301357	303273	jg23976	1535
scaffold_3	300780	scaffold_3	304388	305668	jg23977	4248
scaffold_3	813499	scaffold_3	811276	812715	jg24136	1503.5
scaffold_3	813499	scaffold_3	814858	816608	jg24137	2234
scaffold_3	1068639	scaffold_3	1065005	1066365	jg24213	2954
scaffold_3	1268965	scaffold_3	1265607	1267186	jg24272	2568.5
scaffold_3	1268965	scaffold_3	1268019	1268579	jg24273	666
scaffold_3	1268965	scaffold_3	1269794	1275619	jg24274	3741.5
scaffold_3	1382222	scaffold_3	1377122	1377551	jg24309	4885.5
scaffold_3	1382222	scaffold_3	1378574	1379530	jg24310	3170
scaffold_3	1382222	scaffold_3	1380636	1381247	jg24311	1280.5
scaffold_3	1382222	scaffold_3	1382549	1383130	jg24312	617.5
scaffold_3	1382222	scaffold_3	1383330	1390412	jg24313	4649
scaffold_3	1763639	scaffold_3	1760368	1764952	jg24415	979
scaffold_3	1940574	scaffold_3	1937219	1939750	jg24465	2089.5
scaffold_3	1940574	scaffold_3	1941061	1941383	jg24466	648
scaffold_3	1940574	scaffold_3	1944620	1944838	jg24467	4155
scaffold_3	1940574	scaffold_3	1945121	1945716	jg24468	4844.5
scaffold_3	2988242	scaffold_3	2983307	2985022	jg24750	4077.5
scaffold_3	2988242	scaffold_3	2986194	2988050	jg24751	1120
scaffold_3	2988242	scaffold_3	2988655	2992381	jg24752	2276
scaffold_3	3218957	scaffold_3	3215474	3217769	jg24818	2335.5
scaffold_3	3218957	scaffold_3	3220375	3222239	jg24819	2350
scaffold_3	3464621	scaffold_3	3458769	3461618	jg24898	4427.5
scaffold_3	3464621	scaffold_3	3462278	3464319	jg24899	1322.5
scaffold_3	3464621	scaffold_3	3465141	3466163	jg24900	1031
scaffold_3	3464621	scaffold_3	3466657	3468476	jg24901	2945.5
scaffold_3	5182622	scaffold_3	5182189	5182960	jg25393	47.5
scaffold_3	5182622	scaffold_3	5184308	5188830	jg25394	3947
scaffold_3	5387092	scaffold_3	5383883	5387026	jg25444	1637.5
scaffold_3	5387092	scaffold_3	5390533	5393639	jg25445	4994
scaffold_3	5438893	scaffold_3	5431120	5436674	jg25455	4996
scaffold_3	5438893	scaffold_3	5437094	5437425	jg25456	1633.5
scaffold_3	5922778	scaffold_3	5919767	5920255	jg25592	2767
scaffold_3	5922778	scaffold_3	5920722	5921892	jg25593	1471
scaffold_3	5922778	scaffold_3	5923427	5924487	jg25594	1179
scaffold_3	5934072	scaffold_3	5928916	5930070	jg25595	4579
scaffold_3	5940138	scaffold_3	5938436	5939824	jg25596	1008
scaffold_3	5940138	scaffold_3	5944706	5944984	jg25597	4707
scaffold_3	6750589	scaffold_3	6746727	6747269	jg25822	3591
scaffold_3	6750589	scaffold_3	6748250	6750223	jg25823	1352.5
scaffold_3	6750589	scaffold_3	6750816	6752777	jg25824	1207.5
scaffold_3	6750589	scaffold_3	6753995	6754511	jg25825	3664
scaffold_3	7500926	scaffold_3	7497816	7499805	jg26032	2115.5
scaffold_3	7762934	scaffold_3	7757139	7759978	jg26092	4375.5
scaffold_3	7762934	scaffold_3	7762020	7763492	jg26093	178
scaffold_3	7762934	scaffold_3	7764590	7765940	jg26094	2331
scaffold_3	8511022	scaffold_3	8507402	8508606	jg26294	3018
scaffold_3	8511022	scaffold_3	8509515	8510540	jg26295	994.5
scaffold_3	8511022	scaffold_3	8511589	8512764	jg26296	1154.5
scaffold_3	8511022	scaffold_3	8514656	8515186	jg26297	3899
scaffold_3	8597510	scaffold_3	8596014	8596616	jg26314	1195
scaffold_3	8597510	scaffold_3	8599200	8602780	jg26315	3480
scaffold_3	9067986	scaffold_3	9064893	9065300	jg26446	2889.5
scaffold_3	9072094	scaffold_3	9074685	9075374	jg26447	2935.5
scaffold_3	9072094	scaffold_3	9075470	9075985	jg26448	3633.5
scaffold_3	9159781	scaffold_3	9153257	9158991	jg26466	3657
scaffold_3	9487692	scaffold_3	9485768	9486990	jg26541	1313
scaffold_3	9487692	scaffold_3	9487963	9488268	jg26542	423.5
scaffold_3	9487692	scaffold_3	9489139	9491508	jg26543	2631.5
scaffold_3	9518737	scaffold_3	9513488	9515400	jg26547	4293
scaffold_3	9518737	scaffold_3	9520866	9523221	jg26548	3306.5
scaffold_3	10919073	scaffold_3	10914204	10915241	jg26858	4350.5
scaffold_3	10919073	scaffold_3	10918480	10919550	jg26859	58
scaffold_3	10919073	scaffold_3	10920879	10921334	jg26860	2033.5
scaffold_3	10919073	scaffold_3	10921650	10921990	jg26861	2747
scaffold_3	11111683	scaffold_3	11107953	11109802	jg26909	2805.5
scaffold_3	11111683	scaffold_3	11111865	11113723	jg26910	1111
scaffold_3	13111468	scaffold_3	13106510	13110586	jg27291	2920
scaffold_3	14765628	scaffold_3	14763807	14764200	jg27398	1624.5
scaffold_3	14765628	scaffold_3	14767437	14772291	jg27399	4236
scaffold_3	14772361	scaffold_3	14767437	14772291	jg27399	2497
scaffold_3	14772361	scaffold_3	14775279	14776608	jg27400	3582.5
scaffold_3	15381461	scaffold_3	15384134	15384507	jg27498	2859.5
