CHROM	POS	scaffold	start	end	annotation	hit_dist
scaffold_2	8722005	scaffold_2	8719118	8719357	jg1939	2767.5
scaffold_2	8722005	scaffold_2	8725532	8725867	jg1940	3694.5
scaffold_2	8851422	scaffold_2	8850508	8851033	jg1956	651.5
scaffold_2	8851422	scaffold_2	8852801	8855620	jg1957	2788.5
scaffold_2	8855821	scaffold_2	8852801	8855620	jg1957	1610.5
scaffold_2	8855821	scaffold_2	8858930	8859705	jg1958	3496.5
scaffold_2	9615855	scaffold_2	9612255	9612725	jg2097	3365
scaffold_2	9615855	scaffold_2	9617388	9618842	jg2098	2260
scaffold_2	10096238	scaffold_2	10092650	10095891	jg2201	1967.5
scaffold_2	10096238	scaffold_2	10096869	10101268	jg2202	2830.5
scaffold_2	10155528	scaffold_2	10150983	10153932	jg2217	3070.5
scaffold_2	10195353	scaffold_2	10190100	10191488	jg2226	4559
scaffold_2	10195353	scaffold_2	10193212	10193979	jg2227	1757.5
scaffold_2	10484569	scaffold_2	10479293	10480021	jg2263	4912
scaffold_2	10484569	scaffold_2	10480367	10486316	jg2264	1227.5
scaffold_2	10484569	scaffold_2	10488400	10490687	jg2265	4974.5
scaffold_2	10512387	scaffold_2	10507124	10512225	jg2269	2712.5
scaffold_2	10512387	scaffold_2	10512722	10513816	jg2270	882
scaffold_2	10512387	scaffold_2	10516037	10517404	jg2271	4333.5
scaffold_2	10953318	scaffold_2	10951185	10951931	jg2379	1760
scaffold_2	10953318	scaffold_2	10952833	10953096	jg2380	353.5
scaffold_2	10953318	scaffold_2	10955248	10959513	jg2381	4062.5
scaffold_2	11119059	scaffold_2	11115632	11116540	jg2410	2973
scaffold_2	11151127	scaffold_2	11147030	11148056	jg2413	3584
scaffold_2	11410713	scaffold_2	11413636	11414103	jg2467	3156.5
scaffold_2	11898665	scaffold_2	11893378	11894163	jg2573	4894.5
scaffold_2	11898665	scaffold_2	11894461	11896094	jg2574	3387.5
scaffold_2	11898665	scaffold_2	11897179	11899131	jg2575	510
scaffold_2	12193884	scaffold_2	12198430	12199288	jg2648	4975
scaffold_2	13521565	scaffold_2	13516383	13519415	jg2987	3666
scaffold_2	13521565	scaffold_2	13522708	13523605	jg2988	1591.5
scaffold_2	13521565	scaffold_2	13524997	13525935	jg2989	3901
scaffold_2	15173700	scaffold_2	15168914	15173407	jg3412	2539.5
scaffold_2	15173700	scaffold_2	15175383	15176323	jg3413	2153
scaffold_2	15421307	scaffold_2	15417457	15419314	jg3468	2921.5
scaffold_2	15421307	scaffold_2	15419338	15419574	jg3469	1851
scaffold_2	15421307	scaffold_2	15419594	15419969	jg3470	1525.5
scaffold_2	15421307	scaffold_2	15422166	15424049	jg3471	1800.5
scaffold_2	15509510	scaffold_2	15504758	15505482	jg3483	4390
scaffold_2	15509510	scaffold_2	15510686	15511687	jg3484	1676.5
scaffold_3	696268	scaffold_3	692998	694009	jg24099	2764.5
scaffold_3	696268	scaffold_3	694735	697213	jg24100	294
scaffold_3	696268	scaffold_3	697491	697808	jg24101	1381.5
scaffold_3	696268	scaffold_3	699456	700563	jg24102	3741.5
scaffold_3	855349	scaffold_3	849746	851497	jg24146	4727.5
scaffold_3	855349	scaffold_3	852015	852407	jg24147	3138
scaffold_3	855349	scaffold_3	854188	854896	jg24148	807
scaffold_3	855349	scaffold_3	856677	857870	jg24149	1924.5
scaffold_3	855349	scaffold_3	858802	859621	jg24150	3862.5
scaffold_3	2546511	scaffold_3	2541971	2543556	jg24622	3747.5
scaffold_3	2546511	scaffold_3	2543894	2544941	jg24623	2093.5
scaffold_3	2546511	scaffold_3	2547910	2548359	jg24624	1623.5
scaffold_3	3986710	scaffold_3	3984332	3986236	jg25049	1426
scaffold_3	3986710	scaffold_3	3986947	3989550	jg25050	1538.5
scaffold_3	4101233	scaffold_3	4096385	4096828	jg25083	4626.5
scaffold_3	4101233	scaffold_3	4096998	4097570	jg25084	3949
scaffold_3	4101233	scaffold_3	4098682	4100890	jg25085	1447
scaffold_3	4101233	scaffold_3	4101950	4104268	jg25086	1876
scaffold_3	4101233	scaffold_3	4105076	4107196	jg25087	4903
scaffold_3	4257327	scaffold_3	4252609	4254943	jg25125	3551
scaffold_3	4257327	scaffold_3	4256147	4258034	jg25126	236.5
scaffold_3	4257327	scaffold_3	4259190	4260097	jg25127	2316.5
scaffold_3	4257327	scaffold_3	4260548	4261112	jg25128	3503
scaffold_3	4257327	scaffold_3	4261780	4262630	jg25129	4878
scaffold_3	5069896	scaffold_3	5063971	5066266	jg25361	4777.5
scaffold_3	5151323	scaffold_3	5146633	5147874	jg25381	4069.5
scaffold_3	5151323	scaffold_3	5149507	5150739	jg25382	1200
scaffold_3	5151323	scaffold_3	5151689	5152885	jg25383	964
scaffold_3	5151323	scaffold_3	5153355	5154887	jg25384	2798
scaffold_3	5151323	scaffold_3	5155878	5156090	jg25385	4661
scaffold_3	6112599	scaffold_3	6115166	6118874	jg25640	4421
scaffold_3	6731887	scaffold_3	6731118	6731668	jg25814	494
scaffold_3	6731887	scaffold_3	6732067	6732588	jg25815	440.5
scaffold_3	6731887	scaffold_3	6733095	6733679	jg25816	1500
scaffold_3	6731887	scaffold_3	6734713	6735276	jg25817	3107.5
scaffold_3	7227248	scaffold_3	7223324	7224526	jg25957	3323
scaffold_3	7227248	scaffold_3	7225781	7226914	jg25958	900.5
scaffold_3	7227248	scaffold_3	7227662	7228618	jg25959	892
scaffold_3	7227248	scaffold_3	7229700	7230866	jg25960	3035
scaffold_3	8297061	scaffold_3	8294872	8295361	jg26230	1944.5
scaffold_3	8297061	scaffold_3	8295802	8296812	jg26231	754
scaffold_3	8297061	scaffold_3	8297234	8298307	jg26232	709.5
scaffold_3	8297061	scaffold_3	8298957	8299697	jg26233	2266
scaffold_3	8297061	scaffold_3	8300130	8301349	jg26234	3678.5
scaffold_3	8783626	scaffold_3	8778094	8780246	jg26361	4456
scaffold_3	8783626	scaffold_3	8780257	8783382	jg26362	1806.5
scaffold_3	8783626	scaffold_3	8783753	8785938	jg26363	1219.5
scaffold_3	8783626	scaffold_3	8786222	8788231	jg26364	3600.5
scaffold_3	9075797	scaffold_3	9074685	9075374	jg26447	767.5
scaffold_3	9075797	scaffold_3	9075470	9075985	jg26448	69.5
scaffold_3	9373523	scaffold_3	9368524	9370513	jg26518	4004.5
scaffold_3	9373523	scaffold_3	9375197	9376179	jg26519	2165
scaffold_3	9687600	scaffold_3	9683520	9687502	jg26579	2089
scaffold_3	9687600	scaffold_3	9688765	9691443	jg26580	2504
scaffold_3	9911620	scaffold_3	9914306	9914725	jg26622	2895.5
scaffold_3	10073029	scaffold_3	10073392	10074923	jg26655	1128.5
scaffold_3	10073029	scaffold_3	10075295	10076204	jg26656	2720.5
scaffold_3	10073029	scaffold_3	10076513	10077789	jg26657	4122
scaffold_3	11096181	scaffold_3	11090691	11092449	jg26904	4611
scaffold_3	11096181	scaffold_3	11093059	11094611	jg26905	2346
scaffold_3	11096181	scaffold_3	11095602	11096636	jg26906	62
scaffold_3	11096181	scaffold_3	11096849	11098712	jg26907	1599.5
scaffold_3	11108783	scaffold_3	11107953	11109802	jg26909	94.5
scaffold_3	11108783	scaffold_3	11111865	11113723	jg26910	4011
scaffold_3	11230816	scaffold_3	11227630	11230205	jg26929	1898.5
scaffold_3	11230816	scaffold_3	11231123	11233759	jg26930	1625
scaffold_3	11238559	scaffold_3	11239815	11242460	jg26931	2578.5
scaffold_3	11238559	scaffold_3	11242912	11243290	jg26932	4542
scaffold_3	11643585	scaffold_3	11640836	11643044	jg27021	1645
scaffold_3	11643585	scaffold_3	11645151	11645477	jg27022	1729
scaffold_3	11643585	scaffold_3	11646025	11646882	jg27023	2868.5
scaffold_3	11736583	scaffold_3	11733291	11734808	jg27039	2533.5
scaffold_3	11736583	scaffold_3	11737155	11737670	jg27040	829.5
scaffold_3	12312393	scaffold_3	12311311	12312064	jg27151	705.5
scaffold_3	12312393	scaffold_3	12313509	12315135	jg27152	1929
scaffold_3	12312393	scaffold_3	12315566	12318797	jg27153	4788.5
scaffold_3	12832107	scaffold_3	12827801	12828532	jg27243	3940.5
scaffold_3	12832107	scaffold_3	12829030	12830448	jg27244	2368
scaffold_3	13111468	scaffold_3	13106510	13110586	jg27291	2920
scaffold_3	14453265	scaffold_3	14449730	14450518	jg27344	3141
scaffold_3	14453265	scaffold_3	14451415	14452806	jg27345	1154.5
scaffold_3	14453265	scaffold_3	14452160	14452728	jg27346	821
scaffold_3	14453265	scaffold_3	14456009	14459184	jg27347	4331.5
scaffold_3	14764410	scaffold_3	14757195	14763325	jg27397	4150
scaffold_3	14764410	scaffold_3	14763807	14764200	jg27398	406.5
scaffold_3	14996128	scaffold_3	14995574	14995852	jg27427	415
scaffold_3	14996128	scaffold_3	14996753	14998752	jg27428	1624.5
scaffold_3	14996128	scaffold_3	14999505	15000757	jg27429	4003
scaffold_3	15103541	scaffold_3	15106251	15106484	jg27447	2826.5
scaffold_3	15327088	scaffold_3	15328911	15329378	jg27488	2056.5
scaffold_3	15358297	scaffold_3	15352556	15358205	jg27494	2916.5
scaffold_3	15358297	scaffold_3	15358415	15360515	jg27495	1168
scaffold_3	15376072	scaffold_3	15374391	15375485	jg27497	1134
scaffold_3	15381095	scaffold_3	15384134	15384507	jg27498	3225.5
scaffold_3	15381095	scaffold_3	15384852	15385949	jg27499	4305.5
scaffold_3	15440748	scaffold_3	15436712	15440659	jg27508	2062.5
scaffold_3	15519152	scaffold_3	15517710	15518796	jg27531	899
scaffold_3	15519152	scaffold_3	15521599	15522385	jg27532	2840
scaffold_3	15793250	scaffold_3	15794923	15796353	jg27576	2388
scaffold_3	15842795	scaffold_3	15841499	15841780	jg27586	1155.5
scaffold_3	16123924	scaffold_3	16119126	16119976	jg27641	4373
scaffold_3	16123924	scaffold_3	16120356	16121843	jg27642	2824.5
scaffold_3	16123924	scaffold_3	16127093	16127979	jg27643	3612
scaffold_3	16205698	scaffold_3	16203951	16205168	jg27660	1138.5
scaffold_3	16205698	scaffold_3	16207013	16208293	jg27661	1955
scaffold_3	16205698	scaffold_3	16208573	16210074	jg27662	3625.5
scaffold_3	16420339	scaffold_3	16420693	16422810	jg27706	1412.5
scaffold_3	16714840	scaffold_3	16717671	16718768	jg27756	3379.5
scaffold_3	16714840	scaffold_3	16719035	16719514	jg27757	4434.5
scaffold_3	16778945	scaffold_3	16777961	16779478	jg27768	225.5
scaffold_3	17233399	scaffold_3	17228438	17231589	jg27879	3385.5
scaffold_3	17717377	scaffold_3	17713229	17714312	jg27983	3606.5
scaffold_3	17717377	scaffold_3	17715191	17717236	jg27984	1163.5
scaffold_3	17717377	scaffold_3	17717735	17720962	jg27985	1971.5
scaffold_3	17891003	scaffold_3	17888923	17890335	jg28026	1374
scaffold_3	17891003	scaffold_3	17891826	17894214	jg28027	2017
scaffold_3	18354102	scaffold_3	18352065	18352415	jg28130	1862
scaffold_3	18423496	scaffold_3	18417281	18420255	jg28145	4728
scaffold_3	18423496	scaffold_3	18422385	18423290	jg28146	658.5
scaffold_3	18423496	scaffold_3	18425143	18425866	jg28147	2008.5
scaffold_3	18768147	scaffold_3	18766388	18768643	jg28227	631.5
scaffold_3	18768147	scaffold_3	18768895	18771151	jg28228	1876
scaffold_3	18913126	scaffold_3	18909910	18912178	jg28261	2082
scaffold_3	18913126	scaffold_3	18912819	18913802	jg28262	184.5
scaffold_3	18913126	scaffold_3	18914574	18915089	jg28263	1705.5
scaffold_3	18913126	scaffold_3	18915175	18915735	jg28264	2329
scaffold_3	18913126	scaffold_3	18916192	18917175	jg28265	3557.5
scaffold_4	571776	scaffold_4	567064	568248	jg16636	4120
scaffold_4	571776	scaffold_4	568786	571428	jg16637	1669
scaffold_4	571776	scaffold_4	572492	572873	jg16638	906.5
scaffold_4	1296639	scaffold_4	1290453	1292878	jg16787	4973.5
scaffold_4	1296639	scaffold_4	1293629	1293871	jg16788	2889
scaffold_4	1296639	scaffold_4	1295155	1296270	jg16789	926.5
scaffold_4	1474328	scaffold_4	1470409	1471777	jg16831	3235
scaffold_4	1759682	scaffold_4	1754257	1755814	jg16876	4646.5
scaffold_4	1759682	scaffold_4	1757109	1758872	jg16877	1691.5
scaffold_4	1759682	scaffold_4	1760279	1761297	jg16878	1106
scaffold_4	1837842	scaffold_4	1834414	1835125	jg16893	3072.5
scaffold_4	2089955	scaffold_4	2093880	2095127	jg16958	4548.5
scaffold_4	2404290	scaffold_4	2402464	2405071	jg17028	522.5
scaffold_4	2404290	scaffold_4	2407638	2410619	jg17029	4838.5
scaffold_4	2597803	scaffold_4	2600563	2602370	jg17058	3663.5
scaffold_4	3998543	scaffold_4	4001126	4001569	jg17311	2804.5
scaffold_4	4159743	scaffold_4	4160346	4161697	jg17334	1278.5
scaffold_4	4159743	scaffold_4	4162452	4165338	jg17335	4152
scaffold_4	6367380	scaffold_4	6365858	6366988	jg17480	957
scaffold_4	6367380	scaffold_4	6368448	6368837	jg17481	1262.5
scaffold_4	6367380	scaffold_4	6370734	6372562	jg17482	4268
scaffold_4	6823869	scaffold_4	6818064	6821357	jg17573	4158.5
scaffold_4	6823869	scaffold_4	6826292	6827074	jg17574	2814
scaffold_4	7250085	scaffold_4	7250230	7253509	jg17650	1784.5
scaffold_4	7416504	scaffold_4	7411336	7413891	jg17680	3890.5
scaffold_4	7416504	scaffold_4	7414077	7416653	jg17681	1139
scaffold_4	7416504	scaffold_4	7417632	7421095	jg17682	2859.5
scaffold_4	8222386	scaffold_4	8223075	8225416	jg17828	1859.5
scaffold_4	8297075	scaffold_4	8295878	8296543	jg17840	864.5
scaffold_4	8297075	scaffold_4	8298080	8299780	jg17841	1855
scaffold_4	8313846	scaffold_4	8316646	8318016	jg17843	3485
scaffold_4	8467855	scaffold_4	8463961	8464962	jg17870	3393.5
scaffold_4	8467855	scaffold_4	8466745	8467185	jg17871	890
scaffold_4	8554277	scaffold_4	8553814	8555306	jg17883	283
scaffold_4	8731140	scaffold_4	8724493	8728192	jg17909	4797.5
scaffold_4	8731140	scaffold_4	8729478	8730787	jg17910	1007.5
scaffold_4	9652190	scaffold_4	9653345	9653999	jg18143	1482
scaffold_4	9652190	scaffold_4	9655569	9657038	jg18144	4113.5
scaffold_4	9851650	scaffold_4	9851683	9852680	jg18181	531.5
scaffold_4	9851650	scaffold_4	9852801	9853896	jg18182	1698.5
scaffold_4	10165971	scaffold_4	10163834	10164361	jg18265	1873.5
scaffold_4	10165971	scaffold_4	10166752	10168853	jg18266	1831.5
scaffold_4	10165971	scaffold_4	10169441	10171128	jg18267	4313.5
scaffold_4	10228034	scaffold_4	10224543	10226234	jg18284	2645.5
scaffold_4	10228034	scaffold_4	10228310	10229781	jg18285	1011.5
scaffold_4	11147674	scaffold_4	11141633	11145309	jg18516	4203
scaffold_4	11147674	scaffold_4	11150843	11152886	jg18517	4190.5
scaffold_4	12266152	scaffold_4	12267573	12269804	jg18806	2536.5
scaffold_4	12341244	scaffold_4	12340068	12340919	jg18822	750.5
scaffold_4	12341244	scaffold_4	12344673	12346212	jg18823	4198.5
scaffold_4	12746889	scaffold_4	12741028	12743549	jg18913	4600.5
scaffold_4	12746889	scaffold_4	12743849	12745369	jg18914	2280
scaffold_4	12746889	scaffold_4	12747218	12747937	jg18915	688.5
scaffold_4	12746889	scaffold_4	12748359	12750380	jg18916	2480.5
scaffold_4	13572067	scaffold_4	13567451	13570205	jg19129	3239
scaffold_4	13572067	scaffold_4	13572718	13576146	jg19130	2365
scaffold_4	14466236	scaffold_4	14465357	14467553	jg19363	219
scaffold_4	14502190	scaffold_4	14497947	14499719	jg19372	3357
scaffold_4	14502190	scaffold_4	14500101	14500844	jg19373	1717.5
scaffold_4	14502190	scaffold_4	14504422	14506843	jg19374	3442.5
scaffold_4	15355885	scaffold_4	15350868	15353858	jg19611	3522
scaffold_4	15355885	scaffold_4	15354603	15356834	jg19612	166.5
scaffold_4	15556782	scaffold_4	15552802	15553115	jg19668	3823.5
scaffold_4	15556782	scaffold_4	15553601	15554262	jg19669	2850.5
scaffold_4	15556782	scaffold_4	15554276	15554476	jg19670	2406
scaffold_4	15556782	scaffold_4	15558892	15559134	jg19671	2231
scaffold_4	15556782	scaffold_4	15559794	15560138	jg19672	3184
scaffold_4	15585217	scaffold_4	15579745	15582392	jg19677	4148.5
scaffold_4	15585217	scaffold_4	15583972	15585297	jg19678	582.5
scaffold_4	15585217	scaffold_4	15585892	15586890	jg19679	1174
scaffold_4	15585217	scaffold_4	15587347	15589422	jg19680	3167.5
scaffold_4	16258117	scaffold_4	16254652	16255527	jg19872	3027.5
scaffold_4	16258117	scaffold_4	16256341	16258235	jg19873	829
scaffold_4	16258117	scaffold_4	16260488	16261625	jg19874	2939.5
scaffold_4	16298287	scaffold_4	16293253	16294612	jg19884	4354.5
scaffold_4	16298287	scaffold_4	16295906	16296942	jg19885	1863
scaffold_4	16298287	scaffold_4	16297635	16300402	jg19886	731.5
scaffold_4	16298287	scaffold_4	16301153	16302154	jg19887	3366.5
scaffold_4	16771576	scaffold_4	16768363	16769296	jg20018	2746.5
scaffold_4	16771576	scaffold_4	16771637	16773676	jg20019	1080.5
scaffold_4	16771576	scaffold_4	16774308	16775657	jg20020	3406.5
scaffold_4	17417319	scaffold_4	17414822	17415457	jg20182	2179.5
scaffold_4	17417319	scaffold_4	17416688	17421732	jg20183	1891
scaffold_5	14103	scaffold_5	8844	9720	jg12893	4821
scaffold_5	14103	scaffold_5	10961	13584	jg12894	1830.5
scaffold_5	14103	scaffold_5	16674	18180	jg12895	3324
