annotation	A_lyrata_NCBI
jg1182	XP_020889698.1
jg1184	XP_020890872.1
jg1185	XP_020865979.1
jg1186	XP_020890560.1
jg1267	XP_020865893.1
jg1267	XP_020865893.1
jg1271	XP_020865905.1, XP_020865795.1, XP_020869663.1, XP_002886749.1, XP_002886745.1, XP_020891241.1, XP_002886746.1, XP_002886744.1, XP_002886752.2, XP_002862361.1, XP_002886750.1, XP_002886748.1, XP_002862362.1, XP_002894696.1, XP_020891452.1, XP_002886747.1, XP_002862360.1
jg1272	XP_020865905.1, XP_020865795.1, XP_020869663.1, XP_002886749.1, XP_002886745.1, XP_020891241.1, XP_002886746.1, XP_002886744.1, XP_002886752.2, XP_002862361.1, XP_002886750.1, XP_002886748.1, XP_002862362.1, XP_002894696.1, XP_020891452.1, XP_002886747.1, XP_002862360.1
jg1273	XP_020865905.1, XP_020865795.1, XP_020869663.1, XP_002886749.1, XP_002886745.1, XP_020891241.1, XP_002886746.1, XP_002886744.1, XP_002886752.2, XP_002862361.1, XP_002886750.1, XP_002886748.1, XP_002862362.1, XP_002894696.1, XP_020891452.1, XP_002886747.1, XP_002862360.1
jg1274	XP_020865905.1, XP_020865795.1, XP_020869663.1, XP_002886749.1, XP_002886745.1, XP_020891241.1, XP_002886746.1, XP_002886744.1, XP_002886752.2, XP_002862361.1, XP_002886750.1, XP_002886748.1, XP_002862362.1, XP_002894696.1, XP_020891452.1, XP_002886747.1, XP_002862360.1
jg1275	XP_020865905.1, XP_020865795.1, XP_020869663.1, XP_002886749.1, XP_002886745.1, XP_020891241.1, XP_002886746.1, XP_002886744.1, XP_002886752.2, XP_002862361.1, XP_002886750.1, XP_002886748.1, XP_002862362.1, XP_002894696.1, XP_020891452.1, XP_002886747.1, XP_002862360.1
jg1276	XP_020865905.1, XP_020865795.1, XP_020869663.1, XP_002886749.1, XP_002886745.1, XP_020891241.1, XP_002886746.1, XP_002886744.1, XP_002886752.2, XP_002862361.1, XP_002886750.1, XP_002886748.1, XP_002862362.1, XP_002894696.1, XP_020891452.1, XP_002886747.1, XP_002862360.1
jg1349	XP_020868947.1
jg1350	XP_020868945.1
jg1469	XP_002891923.1
jg1475	XP_020871189.1, XP_020876992.1, XP_020885299.1, XP_020866798.1, XP_002893917.1, XP_020870283.1
jg1476	XP_002891920.2
jg1475	XP_020871189.1, XP_020876992.1, XP_020885299.1, XP_020866798.1, XP_002893917.1, XP_020870283.1
jg1476	XP_002891920.2
jg1503	XP_002891912.1
jg1850	XP_002888317.1, XP_020890937.1
jg1851	XP_020890900.1
jg2013	XP_020865886.1
jg2014	XP_020891558.1
jg2076	XP_020891546.1
jg2081	XP_020891517.1
jg2097	XP_020890498.1
jg2097	XP_020890498.1
jg2097	XP_020890498.1
jg2109	XP_002888502.1
jg2168	XP_020889878.1
jg2169	XP_020889878.1
jg2170	XP_020871937.1
jg2236	XP_020865963.1
jg2257	XP_020891342.1
jg2301	XP_002888613.1
jg2304	XP_002888613.1
jg2381	XP_020891732.1
jg2382	XP_020889723.1
jg2381	XP_020891732.1
jg2382	XP_020889723.1
jg2383	XP_020865809.1
jg2485	XP_002887219.1
jg2493	XP_020891504.1
jg2494	XP_020865772.1
jg2590	XP_002863111.1
jg2788	XP_002888841.1
jg2788	XP_002888841.1
jg2804	XP_020889593.1
jg2805	XP_020865926.1
jg2858	XP_002888863.1
jg2859	XP_002887423.1
jg2860	XP_002887424.2
jg2884	XP_002888881.1
jg2885	XP_020891596.1
jg2885	XP_020891596.1
jg2929	XP_020890258.1
jg2930	XP_002887457.1
jg2931	XP_002887460.1
jg3009	XP_020890520.1
jg3122	XP_002887553.1
jg3123	XP_020891734.1
jg3295	XP_020889935.1
jg3420	XP_002887689.1
jg3421	XP_002889145.1
jg3422	XP_020891652.1
jg3423	XP_002889146.2
jg3421	XP_002889145.1
jg3422	XP_020891652.1
jg3423	XP_002889146.2
jg3424	XP_020890269.1
jg3448	XP_020891396.1
jg3449	XP_020891394.1
jg3473	XP_002889173.1
jg3530	XP_002889194.1
jg3531	XP_002889195.2
jg3532	XP_020890468.1
jg3533	XP_020890440.1
jg3534	XP_020890467.1
jg3533	XP_020890440.1
jg3534	XP_020890467.1
jg3536	XP_002889199.1
jg3534	XP_020890467.1
jg3536	XP_002889199.1
jg3586	XP_020889909.1
jg3587	XP_020891456.1
jg3677	XP_002887809.1
jg3677	XP_002887809.1
jg3780	XP_002887854.1
jg3781	XP_002889321.1
jg3782	XP_020891642.1
jg3783	XP_002889322.1
jg3786	XP_020891640.1
jg3787	XP_020891105.1
jg23952	XP_002882181.1
jg23953	XP_020887381.1
jg23954	XP_002882182.1
jg23955	XP_002882183.1
jg23955	XP_002882183.1
jg23956	XP_002882184.1
jg23957	XP_020886969.1
jg23974	XP_020887569.1
jg23975	XP_020887570.1
jg23976	XP_002882189.1
jg23977	XP_020888147.1
jg24136	XP_020888671.1, XP_002884355.1
jg24137	XP_002884357.1, XP_020888940.1
jg24213	XP_020888937.1
jg24272	XP_002884428.1
jg24273	XP_002882329.2
jg24274	XP_020887006.1
jg24309	XP_002882341.1
jg24310	XP_002884440.1
jg24311	XP_020886198.1
jg24313	XP_020889020.1
jg24415	XP_020888188.1
jg24466	XP_002884516.1
jg24467	XP_020888035.1, XP_020879048.1, XP_020884317.1, XP_020865917.1, XP_020885261.1
jg24468	XP_002872629.1, XP_002863310.1, XP_002892458.1
jg24750	XP_002882558.2
jg24751	XP_020886253.1
jg24752	XP_002882562.1
jg24818	XP_020888739.1
jg24819	XP_002882598.1
jg24898	XP_020887507.1
jg24899	XP_002882635.1
jg24900	XP_002884751.2
jg24901	XP_002882636.1
jg25393	XP_002882858.2
jg25394	XP_002882859.1
jg25444	XP_020886846.1
jg25445	XP_020886596.1
jg25455	XP_020889418.1
jg25456	XP_002885044.1
jg25593	XP_002885090.1
jg25594	XP_020888642.1
jg25595	XP_002882947.1
jg25596	XP_020888633.1
jg25597	XP_002882949.1
jg25823	XP_020886653.1
jg26032	XP_020889370.1
jg26092	XP_020888181.1
jg26094	XP_020886010.1
jg26294	XP_020886745.1
jg26295	XP_020886753.1, XP_020886746.1
jg26296	XP_020886358.1
jg26314	XP_002883295.1
jg26315	XP_020889380.1
jg26446	XP_020886728.1
jg26466	XP_020886684.1
jg26547	XP_002883395.1
jg26548	XP_020886845.1
jg26858	XP_002883579.1
jg26859	XP_020888747.1, XP_020888688.1
jg26909	XP_002885733.1
jg27291	XP_020888901.1
jg27398	XP_020886484.1, XP_002885879.1
jg27399	XP_002883801.1
jg27399	XP_002883801.1
jg27499	XP_020887386.1
jg27544	XP_020890178.1
jg27702	XP_002886229.1
jg27749	XP_020877502.1, XP_020874700.1
jg27780	XP_002884019.1
jg27781	XP_020887486.1
jg27914	XP_020888349.1
jg27915	XP_020888351.1
jg27944	XP_002884102.1
jg16521	XP_002880362.1
jg16522	XP_020883930.1
jg16523	XP_002878537.1
jg16524	XP_020883929.1
jg16525	XP_020883931.1
jg16604	XP_020882745.1
jg16605	XP_002880404.1
jg16659	XP_020883250.1
jg16696	XP_020885165.1
jg16697	XP_020885449.1
jg16706	XP_020871637.1
jg16707	XP_020882971.1
jg16707	XP_020882971.1
jg16708	XP_002878634.1
jg16709	XP_020882967.1
jg16708	XP_002878634.1
jg16709	XP_020882967.1
jg16736	XP_002878646.1
jg16807	XP_002878687.2
jg16808	XP_020883630.1
jg16809	XP_020882733.1
jg16876	XP_002878721.2
jg16877	XP_020884492.1
jg16878	XP_002880547.1
jg16883	XP_002880550.1
jg16884	XP_020883479.1
jg16889	XP_002878730.1, XP_002878728.1
jg16890	XP_020883590.1
jg17058	XP_002880657.1
jg17231	XP_020883137.1
jg17518	XP_020879516.1
jg17519	XP_020885677.1
jg17619	XP_002879077.1
jg17633	XP_002880903.1
jg17634	XP_002880904.2
jg17680	XP_002880982.1
jg17681	XP_020883480.1
jg17682	XP_020883481.1
jg17812	XP_002879093.1
jg17841	XP_002862704.1, XP_002881002.1
jg17841	XP_002862704.1, XP_002881002.1
jg17879	XP_020882903.1
jg17917	XP_002879206.1
jg17918	XP_002881035.1
jg17919	XP_002862602.1, XP_020885298.1
jg17939	XP_020873020.1
jg17940	XP_020885353.1
jg17957	XP_020885441.1, XP_020879913.1
jg17959	XP_020885730.1
jg17974	XP_020883554.1
jg17975	XP_020883553.1
jg17976	XP_002879219.1
jg17977	XP_020884870.1
jg17978	XP_002879220.1
jg17987	XP_020885173.1
jg18045	XP_020884926.1
jg18125	XP_002881131.2
jg18162	XP_002862492.2, XP_020885668.1
jg18162	XP_002862492.2, XP_020885668.1
jg18163	XP_020884372.1
jg18164	XP_002881157.1
jg18165	XP_020884628.1
jg18297	XP_002879377.2
jg18442	XP_020884389.1
jg18615	XP_002879528.2
jg18616	XP_020882905.1
jg18617	XP_002881369.1
jg18618	XP_020883017.1
jg18616	XP_020882905.1
jg18617	XP_002881369.1
jg18618	XP_020883017.1
jg18686	XP_002881403.1
jg18687	XP_020883918.1
jg18688	XP_020883916.1
jg18705	XP_002881409.1
jg18706	XP_020883707.1
jg18797	XP_020885633.1
jg18798	XP_002879619.1
jg18799	XP_020884072.1
jg18850	XP_020884272.1
jg18851	XP_020883894.1, XP_020885827.1
jg18852	XP_020883881.1
jg18859	XP_002881491.1
jg18860	XP_020883317.1
jg18937	XP_002881549.1
jg18938	XP_002879706.1
jg18939	XP_002879707.1
jg18940	XP_020882727.1
jg18994	XP_020883347.1, XP_002879733.1
jg18996	XP_002881574.1
jg18997	XP_020883343.1
jg18999	XP_020883345.1, XP_020883348.1, XP_020883344.1
jg19000	XP_020883349.1
jg19098	XP_002879786.1
jg19164	XP_020883752.1, XP_002862453.1
jg19165	XP_020883747.1, XP_020890462.1
jg19166	XP_002862452.1, XP_002879799.1
jg19167	XP_020890256.1, XP_020883750.1
jg19293	XP_002881718.1
jg19421	XP_002879928.1
jg19422	XP_020885458.1
jg19423	XP_020885458.1
jg19570	XP_002881859.1
jg19571	XP_002879993.1
jg19572	XP_020885459.1
jg19573	XP_020885461.1
jg19611	XP_020884767.1
jg19612	XP_002881879.1
jg19639	XP_020885701.1
jg19687	XP_002880050.1
jg19688	XP_020883601.1
jg19690	XP_002880053.1
jg19691	XP_020883603.1
jg19692	XP_020883600.1
jg19687	XP_002880050.1
jg19688	XP_020883601.1
jg19690	XP_002880053.1
jg19691	XP_020883603.1
jg19692	XP_020883600.1
jg19861	XP_002880148.1
jg13020	XP_020882402.1
jg13134	XP_020880321.1
jg13135	XP_020880320.1
jg13136	XP_002876879.1
jg13208	XP_002875253.2
jg13215	XP_020879993.1
jg13216	XP_002875260.2
jg13217	XP_002875261.1
jg13347	XP_002876984.1
jg13348	XP_002875325.1
jg13399	XP_002877008.1
jg13526	XP_002875398.1
jg13527	XP_020880938.1
jg13578	XP_020880954.1
jg13638	XP_020881934.1
jg13639	XP_020879957.1
jg13643	XP_002875463.1
jg13644	XP_002877123.1
jg13645	XP_002877123.1
jg13646	XP_020881398.1, XP_020881413.1
jg13665	XP_002875475.1
jg14135	XP_002875649.1
jg14208	XP_002877357.1
jg14236	XP_002875698.1
jg14247	XP_020879685.1
jg14251	XP_002875706.1
jg14274	XP_002877385.1
jg14274	XP_002877385.1
jg14275	XP_002875714.1
jg14289	XP_002885087.1
jg14290	XP_020882333.1
jg14291	XP_002877395.1
jg14306	XP_002877404.1
jg14378	XP_020880863.1
jg14379	XP_002877447.2
jg14380	XP_020880865.1
jg14381	XP_020880864.1
jg14379	XP_002877447.2
jg14380	XP_020880865.1
jg14381	XP_020880864.1
jg14382	XP_002877450.1
jg14391	XP_020879633.1
jg14880	XP_002877730.1
jg14881	XP_020879999.1
jg14882	XP_020882548.1
jg14903	XP_002876028.1
jg14904	XP_020879914.1
jg14927	XP_002877752.1
jg14928	XP_020879769.1
jg14935	XP_002877758.1
jg15032	XP_020880075.1
jg15033	XP_002877806.1
jg15034	XP_020880071.1
jg15159	XP_002877865.1
jg15160	XP_020879641.1
jg15206	XP_020881374.1
jg15222	XP_020881387.1
jg15223	XP_002877896.1
jg15224	XP_020881377.1
jg15280	XP_020880619.1
jg15281	XP_020880625.1
jg15282	XP_020880621.1
jg15609	XP_020879891.1
jg15610	XP_002876365.1
jg15763	XP_002878159.1
jg15765	XP_002878160.1
jg15767	XP_020881608.1
jg15768	XP_002878162.1
jg16059	XP_020882480.1
jg16060	XP_002878314.1
jg16067	XP_002876536.1
jg16336	XP_002878471.1
jg16337	XP_002878472.1
jg16351	XP_020880445.1
jg16352	XP_020891087.1
jg16426	XP_020882118.1
jg16427	XP_002878509.1
jg16428	XP_020882114.1
jg4014	XP_002873067.1
jg4015	XP_020879559.1
jg4016	XP_020879556.1
jg4094	XP_020878194.1
jg4095	XP_002873100.1
jg4096	XP_020878186.1
jg4245	XP_020876009.1
jg4246	XP_020875948.1
jg4395	XP_020877583.1
jg4396	XP_020877584.1
jg4397	XP_002871210.2
jg4550	XP_020879500.1
jg4659	XP_002873342.1
jg4836	XP_020878013.1
jg4837	XP_020878016.1
jg4908	XP_002873476.1
jg4909	XP_020876755.1
jg4910	XP_002871441.1
jg5077	XP_020878383.1
jg5078	XP_020878387.1
jg5132	XP_002871551.1
jg5342	XP_020879079.1
jg5343	XP_002871652.1
jg5670	XP_020878824.1
jg5671	XP_002873881.1
jg5688	XP_020879127.1
jg5689	XP_002873895.2
jg5688	XP_020879127.1
jg5689	XP_002873895.2
jg5766	XP_002873933.1
jg5767	XP_002871864.1
jg5784	XP_020875819.1, XP_002871874.1
jg5785	XP_002873939.1
jg5902	XP_002873993.1
jg5903	XP_002873994.1
jg5904	XP_002873995.1
jg5916	XP_020878988.1
jg5979	XP_020879341.1
jg5980	XP_020877222.1
jg5981	XP_020877224.1
jg6084	XP_020877885.1
jg6145	XP_002872033.1
jg6146	XP_002874111.1
jg6248	XP_002874157.1
jg6249	XP_002874158.1
jg6255	XP_020870210.1
jg6278	XP_002874180.1
jg6299	XP_020878168.1
jg6300	XP_002872111.1
jg6310	XP_020876771.1
jg6311	XP_020876768.1
jg6310	XP_020876771.1
jg6311	XP_020876768.1
jg6318	XP_002872117.1
jg6322	XP_020879510.1
jg6323	XP_002874207.1
jg6348	XP_002872126.1
jg6358	XP_020878608.1
jg6359	XP_020878643.1
jg6421	XP_002874258.1
jg6422	XP_020876275.1
jg6513	XP_020876158.1
jg6652	XP_020876965.1
jg6653	XP_002874370.1, XP_002874369.1
jg7087	XP_020877506.1
jg7088	XP_020877499.1
jg7101	XP_020877467.1
jg7102	XP_020877458.1
jg7109	XP_002872408.1
jg7111	XP_002872409.1
jg7112	XP_002872409.1
jg7191	XP_002872419.1
jg7361	XP_020879231.1
jg7382	XP_002872510.1
jg7383	XP_002874623.1
jg7388	XP_020877053.1
jg7389	XP_002874626.1
jg7407	XP_002878044.1, XP_002872523.1
jg7409	XP_020879488.1
jg7410	XP_002872525.1
jg7484	XP_002872556.1
jg7485	XP_002872559.1
jg7496	XP_002872571.1
jg7497	XP_020879076.1
jg7496	XP_002872571.1
jg7497	XP_020879076.1
jg7557	XP_020876523.1
jg7558	XP_002872608.1
jg7622	XP_020877697.1
jg7624	XP_020877727.1
jg7625	XP_020877730.1
jg7709	XP_020879380.1
jg7710	XP_020878875.1
jg7903	XP_002872800.1
jg7904	XP_020876442.1
jg7939	XP_020877977.1
jg7940	XP_002874900.1
jg8038	XP_002872864.2
jg8059	XP_002874956.1
jg8061	XP_020877972.1
jg8059	XP_002874956.1
jg8061	XP_020877972.1
jg8059	XP_002874956.1
jg8061	XP_020877972.1
jg8209	XP_020878631.1
jg8211	XP_002875033.1
jg8212	XP_020877992.1
jg8214	XP_002872958.1
jg8215	XP_020878570.1
jg8216	XP_020878834.1
jg8231	XP_020878418.1
jg8232	XP_002872968.1
jg8327	XP_020872408.1
jg8434	XP_020874683.1
jg8435	XP_020874815.1
jg8436	XP_020874263.1
jg8437	XP_020874264.1
jg8577	XP_020872842.1
jg8578	XP_020872844.1
jg8579	XP_020875549.1
jg8592	XP_020874518.1
jg8593	XP_020874516.1
jg8594	XP_002868989.1
jg8595	XP_020875662.1
jg8607	XP_002866959.1
jg8608	XP_020875667.1
jg8609	XP_020875668.1
jg8616	XP_020874971.1
jg8679	XP_020875559.1
jg8680	XP_020875558.1
jg8681	XP_002869031.1
jg8685	XP_020874307.1
jg8686	XP_002867011.1
jg8687	XP_002869034.1
jg8688	XP_020873114.1
jg8708	XP_002867029.1
jg8708	XP_002867029.1
jg8886	XP_002869133.1
jg8887	XP_002867109.1
jg8888	XP_002867110.1
jg8894	XP_002869137.1
jg8895	XP_002867112.1
jg8973	XP_020873884.1
jg8974	XP_002869185.1
jg8975	XP_002869186.1
jg8976	XP_020875450.1
jg8979	XP_020874633.1
jg8980	XP_002877311.1, XP_002877314.1, XP_002869188.1, XP_002867150.1
jg8980	XP_002877311.1, XP_002877314.1, XP_002869188.1, XP_002867150.1
jg8981	XP_020875027.1
jg8981	XP_020875027.1
jg9124	XP_020874493.1
jg9125	XP_020872745.1
jg9125	XP_020872745.1
jg9126	XP_020872744.1
jg9210	XP_020875460.1
jg9211	XP_020873921.1
jg9222	XP_002869313.1
jg9223	XP_002867279.1
jg9341	XP_002867334.1
jg9342	XP_020874482.1
jg9343	XP_020872656.1
jg9344	XP_002869365.1
jg9369	XP_002867349.1
jg9370	XP_002869378.2
jg9371	XP_020872141.1
jg9460	XP_002867396.1
jg9461	XP_002867397.1
jg9462	XP_020872538.1
jg9463	XP_020872537.1
jg9505	XP_002869443.1
jg9506	XP_002867416.2
jg9507	XP_002867417.1
jg9508	XP_002867418.1
jg9509	XP_020874323.1
jg9542	XP_020874520.1
jg9543	XP_002867435.1
jg9601	XP_002867452.1
jg9602	XP_020874758.1
jg9656	XP_002869539.2
jg9657	XP_020874380.1
jg9658	XP_020874379.1
jg9889	XP_020873813.1
jg9889	XP_020873813.1
jg9890	XP_002867592.1
jg9923	XP_020873826.1
jg9924	XP_002869671.1
jg9995	XP_020873521.1
jg9996	XP_002867645.1
jg10117	XP_002869767.1
jg10118	XP_002869768.1
jg10235	XP_002869799.1
jg10236	XP_020873620.1
jg10237	XP_020873584.1
jg10238	XP_020873428.1
jg10270	XP_002869817.2
jg10270	XP_002869817.2
jg10297	XP_020873474.1
jg10298	XP_020873683.1
jg10299	XP_020873706.1
jg10300	XP_020873830.1
jg10333	XP_002867796.1
jg10378	XP_002867826.1
jg10379	XP_020873558.1
jg10380	XP_020873653.1
jg10408	XP_020873449.1
jg10409	XP_020873289.1
jg10474	XP_002869915.2
jg10475	XP_002869916.1
jg10476	XP_002869917.2
jg10549	XP_020872465.1
jg10575	XP_002869959.1
jg10579	XP_002869958.2
jg10594	XP_020874011.1
jg10595	XP_020874013.1
jg10596	XP_020875679.1
jg10597	XP_020875675.1
jg10696	XP_020874544.1
jg10697	XP_020875115.1
jg10737	XP_020872740.1
jg10738	XP_020872739.1
jg10766	XP_002870057.1
jg10776	XP_020875241.1
jg10869	XP_002870100.2
jg10941	XP_020873153.1
jg10942	XP_020872170.1
jg11093	XP_002870200.1
jg11095	XP_020874798.1
jg11188	XP_002865585.1
jg11247	XP_020873164.1
jg11248	XP_002868242.1
jg11281	XP_020874619.1
jg11335	XP_020875643.1
jg11336	XP_002870318.2
jg11335	XP_020875643.1
jg11336	XP_002870318.2
jg11513	XP_020875823.1
jg11513	XP_020875823.1
jg11513	XP_020875823.1
jg11911	XP_020874290.1
jg12074	XP_002870493.2
jg12075	XP_020876204.1
jg12116	XP_020873073.1
jg12179	XP_020872035.1
jg12214	XP_002870545.1
jg12217	XP_020882858.1
jg12373	XP_020875435.1
jg12374	XP_020875436.1
jg12377	XP_020875485.1
jg12445	XP_002870811.1
jg12448	XP_002870810.1
jg12475	XP_002868745.2
jg12539	XP_002870769.1
jg12540	XP_020872920.1
jg12566	XP_020872981.1
jg12567	XP_020872943.1
jg12568	XP_002870743.1
jg12569	XP_020872924.1
jg12594	XP_020874172.1
jg12638	XP_020874168.1
jg12639	XP_020874886.1
jg12772	XP_002870634.1
jg20313	XP_020871581.1
jg20314	XP_020871079.1
jg20406	XP_002863399.1
jg20419	XP_020881036.1
jg20613	XP_020866204.1, XP_020874248.1
jg20644	XP_020884560.1
jg20645	XP_002865320.1, XP_020884525.1
jg20694	XP_002865352.1
jg20695	XP_020875338.1
jg20717	XP_002865365.1
jg20780	XP_020871949.1
jg20781	XP_020889541.1, XP_020889551.1
jg20883	XP_020866335.1
jg20884	XP_020866343.1
jg20886	XP_020885942.1
jg20884	XP_020866343.1
jg20886	XP_020885942.1
jg20884	XP_020866343.1
jg20886	XP_020885942.1
jg20884	XP_020866343.1
jg20886	XP_020885942.1
jg20884	XP_020866343.1
jg20886	XP_020885942.1
jg20890	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20892	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20894	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20894	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20894	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20896	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20896	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20897	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20896	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20897	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg21015	XP_002863733.2
jg21262	XP_020887626.1
jg21297	XP_002865590.1
jg21298	XP_002863847.1
jg21403	XP_020871147.1
jg21404	XP_002865653.1, XP_002863043.1
jg21500	XP_002863944.2, XP_020875017.1
jg21565	XP_002865728.1
jg21602	XP_020885565.1
jg21603	XP_002864001.1
jg21604	XP_002865744.1
jg21606	XP_020889280.1
jg21607	XP_020888712.1
jg21622	XP_020871418.1
jg21625	XP_020869999.1
jg21657	XP_002864030.2
jg21658	XP_002864031.1
jg21659	XP_002864032.1
jg21678	XP_020885293.1
jg21679	XP_020885302.1
jg21680	XP_002865780.1
jg21681	XP_002864047.1
jg21682	XP_002864048.1
jg21717	XP_020871301.1
jg21718	XP_002865810.1
jg21740	XP_002865825.1
jg21748	XP_002865829.1
jg21749	XP_020871997.1
jg21768	XP_002864095.1
jg21769	XP_002865842.1
jg21821	XP_020874284.1, XP_002864115.1
jg21822	XP_002864116.1
jg21883	XP_020870533.1
jg21884	XP_002865887.2
jg21885	XP_020871591.1, XP_020871433.1, XP_020871085.1, XP_020870866.1
jg22010	XP_002864204.1
jg22011	XP_020871055.1
jg22012	XP_020871056.1
jg22013	XP_020871053.1
jg22014	XP_002864207.1
jg22015	XP_002865943.1
jg22016	XP_002864212.1
jg22043	XP_002864228.1
jg22044	XP_002865959.1
jg22045	XP_020871764.1
jg22143	XP_020871312.1
jg22144	XP_020871314.1
jg22145	XP_002864285.2
jg22146	XP_020871447.1
jg22149	XP_020870403.1
jg22150	XP_002866001.1
jg22210	XP_002864312.1
jg22211	XP_002864315.1
jg22363	XP_020872008.1
