annotation	A_lyrata_NCBI
jg25700	XP_020889199.1
jg25782	XP_020889124.1
jg25783	XP_020889203.1
jg25784	XP_002885186.1
jg25845	XP_020889180.1
jg25846	XP_020889142.1
jg25957	XP_020889406.1
jg25958	XP_020888942.1
jg25959	XP_002885251.1
jg25960	XP_020889300.1
jg26037	XP_020888470.1
jg26038	XP_020888402.1
jg26039	XP_020887982.1
jg26398	XP_020889498.1
jg26399	XP_002883330.1
jg26529	XP_020885909.1
jg26530	XP_002883385.1
jg26531	XP_002885800.1
jg26646	XP_002885594.1
jg26647	XP_020886799.1
jg26651	XP_002883465.1
jg26652	XP_020886452.1
jg26717	XP_002883508.1
jg26959	XP_020874747.1
jg26960	XP_020888972.1
jg27001	XP_020887605.1
jg27002	XP_002885774.1
jg27003	XP_002885775.2
jg27004	XP_020887967.1
jg27006	XP_020888180.1
jg27007	XP_002875228.2
jg27039	XP_002883685.1
jg27045	XP_020888659.1
jg27046	XP_002885797.1
jg27047	XP_002883687.2
jg27090	XP_020889353.1
jg27153	XP_020887540.1
jg27180	XP_002883737.1
jg27181	XP_002883738.1
jg27182	XP_002885820.1
jg27180	XP_002883737.1
jg27181	XP_002883738.1
jg27182	XP_002885820.1
jg27183	XP_002885821.1
jg27381	XP_002883790.2
jg27382	XP_002883791.1
jg27497	XP_020888709.1
jg27649	XP_020888841.1
jg27659	XP_002884158.1
jg27660	XP_020888594.1
jg27770	XP_020888000.1
jg27772	XP_002884016.2
jg27773	XP_002884017.1
jg27861	XP_002886109.1
jg27862	XP_020887536.1
jg27885	XP_020887824.1
jg27886	XP_020887283.1
jg27913	XP_020889546.1
jg27914	XP_020888349.1
jg27997	XP_020886356.1
jg27998	XP_020886332.1
jg28002	XP_002884131.1
jg28003	XP_020889069.1
jg28004	XP_020889459.1
jg28093	XP_020886284.1, XP_020869480.1
jg28094	XP_020886287.1
jg28102	XP_002886236.1
jg28103	XP_020888643.1
jg28115	XP_020888468.1
jg28116	XP_002883997.1
jg28117	XP_002883996.1
jg28118	XP_002886048.1
jg28119	XP_020889557.1
jg28179	XP_020888119.1
jg28205	XP_002878640.1, XP_002886010.1
jg28206	XP_002883959.1, XP_002880467.1
jg28207	XP_020886939.1
jg28208	XP_002883954.2
jg28217	XP_002886003.1
jg28218	XP_002886002.1
jg28219	XP_020888825.1
jg16522	XP_020883930.1
jg16523	XP_002878537.1
jg16524	XP_020883929.1
jg16525	XP_020883931.1
jg16596	XP_020885608.1
jg16597	XP_002878575.1
jg16598	XP_002880399.2
jg16599	XP_002878575.1
jg16623	XP_002878582.1
jg16624	XP_020883046.1
jg16625	XP_020884635.1
jg16626	XP_020883231.1
jg16650	XP_020885509.1
jg16668	XP_020883254.1
jg16669	XP_020884532.1
jg16794	XP_002878680.1
jg16796	XP_020884079.1
jg16846	XP_020885336.1
jg16869	XP_020884549.1
jg16870	XP_002878716.1
jg16871	XP_002880543.2
jg16889	XP_002878730.1, XP_002878728.1
jg16890	XP_020883590.1
jg16891	XP_002880560.1
jg17022	XP_020883038.1
jg17023	XP_020883036.1
jg17056	XP_002880654.1
jg17077	XP_020885034.1
jg17079	XP_002878839.1, XP_020885530.1
jg17080	XP_002878840.1
jg17140	XP_020884889.1
jg17141	XP_020882664.1
jg17233	XP_020883059.1
jg17289	XP_020884025.1
jg17292	XP_002878935.1
jg17297	XP_020884606.1
jg17322	XP_020884444.1
jg17379	XP_002880809.1
jg17444	XP_002878999.2
jg17619	XP_002879077.1
jg17694	XP_002880977.1
jg17784	XP_020883789.1
jg17785	XP_020883793.1
jg17804	XP_002880928.1
jg17808	XP_020884596.1
jg17809	XP_020884595.1
jg17810	XP_020884912.1
jg17846	XP_002881005.1
jg17854	XP_020884439.1
jg17855	XP_002881008.1
jg17874	XP_002881024.1
jg17900	XP_020885658.1
jg17901	XP_020882830.1
jg17953	XP_020885441.1, XP_020879913.1
jg17953	XP_020885441.1, XP_020879913.1
jg17955	XP_020885441.1, XP_020879913.1
jg17997	XP_002879233.1
jg17998	XP_002879234.1
jg17999	XP_020885184.1
jg18142	XP_020884623.1
jg18295	XP_020884465.1
jg18296	XP_020884594.1
jg18356	XP_020884987.1
jg18357	XP_002881242.2
jg18377	XP_002881254.1
jg18378	XP_002879425.1
jg18415	XP_020884055.1
jg18416	XP_002881269.1
jg18485	XP_020884019.1
jg18486	XP_020884020.1
jg18487	XP_020885287.1
jg18488	XP_020885284.1
jg18610	XP_002879525.1
jg18631	XP_002881378.1
jg18632	XP_002881379.1
jg18635	XP_002879534.1
jg18797	XP_020885633.1
jg18798	XP_002879619.1
jg18799	XP_020884072.1
jg18854	XP_020883879.1
jg18855	XP_002881489.1
jg18953	XP_020885598.1
jg18954	XP_002881551.1
jg18955	XP_020884802.1
jg18956	XP_020884804.1
jg19034	XP_020882855.1
jg19035	XP_002881602.1
jg19036	XP_002879750.1
jg19037	XP_020885741.1
jg19038	XP_020884354.1
jg19039	XP_002879752.1
jg19098	XP_002879786.1
jg19209	XP_020885114.1
jg19210	XP_002879823.1
jg19273	XP_020885529.1
jg19321	XP_020885503.1
jg19322	XP_020883643.1
jg19323	XP_020883644.1, XP_002879875.1
jg19325	XP_002881728.1
jg19427	XP_020884616.1
jg19428	XP_020883866.1
jg19429	XP_020883865.1
jg19464	XP_002881795.1
jg19465	XP_002879951.1
jg19517	XP_002881825.1
jg19518	XP_020884977.1
jg19571	XP_002879993.1
jg19572	XP_020885459.1
jg19573	XP_020885461.1
jg19611	XP_020884767.1
jg19804	XP_020883620.1
jg19805	XP_002880119.1
jg19805	XP_002880119.1
jg19866	XP_020883852.1
jg19868	XP_002880151.1
jg19870	XP_002880152.1
jg19959	XP_020884706.1
jg19960	XP_002882024.1
jg20084	XP_020884218.1
jg20085	XP_020884216.1
jg20124	XP_020884366.1
jg20125	XP_020883923.1
jg13020	XP_020882402.1
jg13214	XP_020882428.1
jg13219	XP_002875263.1
jg13229	XP_002876925.1
jg13240	XP_020880307.1
jg13241	XP_020881694.1
jg13300	XP_002876949.1
jg13301	XP_002876950.2
jg13335	XP_020882059.1
jg13337	XP_020882067.1
jg13403	XP_002877011.1
jg13415	XP_020881368.1
jg13416	XP_020882269.1
jg13419	XP_020880804.1
jg13420	XP_020880805.1
jg13608	XP_020881239.1
jg13707	XP_020881677.1
jg13990	XP_002877258.1
jg14040	XP_020880207.1
jg14041	XP_020882147.1, XP_002877286.2
jg14048	XP_020881783.1
jg14054	XP_020875338.1
jg14055	XP_002875622.2
jg14065	XP_002877298.1
jg14115	XP_020882621.1
jg14115	XP_020882621.1
jg14116	XP_002875643.2
jg14117	XP_002875644.1
jg14118	XP_020880898.1
jg14145	XP_020881502.1
jg14148	XP_002875659.1
jg14184	XP_020882058.1
jg14251	XP_002875706.1
jg14271	XP_002877383.1
jg14272	XP_002875710.1
jg14275	XP_002875714.1
jg14322	XP_020887841.1
jg14324	XP_020881725.1
jg14349	XP_020880436.1
jg14350	XP_020880435.1
jg14373	XP_020880013.1
jg14375	XP_002877444.1
jg14376	XP_020880860.1
jg14379	XP_002877447.2
jg14380	XP_020880865.1
jg14381	XP_020880864.1
jg14393	XP_002875768.1
jg14394	XP_002875768.1
jg14393	XP_002875768.1
jg14394	XP_002875768.1
jg14397	XP_020882038.1
jg14583	XP_002875866.1
jg14584	XP_002877575.1
jg14639	XP_002877605.1
jg14714	XP_020879730.1
jg14824	XP_020881404.1
jg14825	XP_002875991.1
jg14835	XP_020882184.1
jg14836	XP_002876688.1
jg14880	XP_002877730.1
jg14881	XP_020879999.1
jg14882	XP_020882548.1
jg14883	XP_002877733.1
jg15221	XP_002877895.1
jg15222	XP_020881387.1
jg15223	XP_002877896.1
jg15414	XP_020879700.1
jg15521	XP_020881536.1, XP_020882496.1
jg15522	XP_002876328.1
jg15523	XP_020881974.1
jg15580	XP_002878068.1
jg15581	XP_020882509.1
jg15582	XP_020882511.1
jg15868	XP_002878218.1
jg15870	XP_020880517.1
jg16036	XP_002878300.1
jg16037	XP_002878301.1
jg16038	XP_020879667.1
jg16181	XP_002876605.2
jg16182	XP_002878374.1
jg16183	XP_002876606.1
jg16183	XP_002876606.1
jg16185	XP_020881568.1
jg16186	XP_020869452.1, XP_020881569.1
jg16207	XP_002878387.2
jg16208	XP_002878388.1
jg16267	XP_002876652.1
jg16268	XP_020880843.1, XP_020882083.1
jg16269	XP_020880839.1
jg16270	XP_020880833.1
jg16271	XP_002876654.2
jg16390	XP_002878502.1
jg16391	XP_002876712.1
jg16392	XP_002876713.1
jg3819	XP_020878416.1
jg3820	XP_002872986.1
jg3821	XP_002872987.1
jg3822	XP_002872988.1
jg3890	XP_002870926.1
jg3892	XP_002870929.1
jg3955	XP_002870962.1
jg3956	XP_002870963.1
jg4126	XP_002873115.1
jg4127	XP_002873116.2
jg4128	XP_002880121.1
jg4189	XP_002871091.1
jg4190	XP_020876997.1
jg4399	XP_020876073.1
jg4400	XP_020885137.1, XP_020886953.1, XP_020885208.1
jg4511	XP_020886502.1
jg4512	XP_002871236.1
jg4529	XP_002873291.1
jg4530	XP_020878707.1
jg4531	XP_020878708.1
jg4567	XP_002871263.1
jg4568	XP_002871264.2
jg4571	XP_020875847.1
jg4572	XP_020875825.1
jg4602	XP_002871278.1
jg4603	XP_002873318.1
jg4604	XP_020877613.1
jg4605	XP_002871279.1
jg4606	XP_002873320.1
jg4611	XP_002871283.1
jg4718	XP_020877930.1
jg4719	XP_002871352.1
jg4750	XP_020878495.1
jg4751	XP_020878494.1
jg4752	XP_002873399.1
jg5242	XP_020876214.1
jg5244	XP_020876219.1
jg5266	XP_002871620.1
jg5267	XP_020879038.1
jg5268	XP_002873669.1
jg5269	XP_002871621.1
jg5422	XP_020876596.1
jg5423	XP_020876610.1
jg5424	XP_002871696.2
jg5567	XP_002873823.1
jg5568	XP_020879177.1
jg5678	XP_002873886.1
jg5679	XP_002873887.1
jg5700	XP_020879063.1
jg5701	XP_020878766.1
jg5829	XP_020877023.1
jg5830	XP_020877064.1
jg5859	XP_020878786.1
jg5860	XP_002871913.2
jg5861	XP_020878295.1
jg5914	XP_002874000.1
jg5916	XP_020878988.1
jg5961	XP_020877927.1
jg6053	XP_002872002.1
jg6054	XP_002874070.1
jg6055	XP_020877243.1
jg6069	XP_002872007.1
jg6070	XP_002874075.2
jg6071	XP_002872008.1
jg6072	XP_002874076.1
jg6135	XP_002872028.1
jg6166	XP_002872043.1
jg6167	XP_002874115.1, XP_002874116.1
jg6168	XP_002874117.1
jg6248	XP_002874157.1
jg6249	XP_002874158.1
jg6249	XP_002874158.1
jg6250	XP_020876098.1
jg6251	XP_002872087.1
jg6357	XP_002874228.1
jg6358	XP_020878608.1
jg6420	XP_002874258.1
jg6421	XP_002874258.1
jg6421	XP_002874258.1
jg6422	XP_020876275.1
jg6421	XP_002874258.1
jg6422	XP_020876275.1
jg6422	XP_020876275.1
jg6424	XP_020876106.1
jg6654	XP_020868912.1
jg6655	XP_002872270.1
jg6656	XP_020876935.1
jg6657	XP_002874372.1
jg6715	XP_020876859.1
jg6774	XP_002874422.1
jg6775	XP_020878175.1
jg6963	XP_002872353.1
jg6964	XP_020878673.1
jg7027	XP_020887195.1, XP_020871214.1, XP_020883112.1
jg7069	XP_002874535.1
jg7070	XP_020884705.1
jg7087	XP_020877506.1
jg7088	XP_020877499.1
jg7111	XP_002872409.1
jg7112	XP_002872409.1
jg7339	XP_020879136.1
jg7496	XP_002872571.1
jg7497	XP_020879076.1
jg7571	XP_020877950.1
jg7572	XP_020876070.1
jg7581	XP_002874726.1
jg7588	XP_020877646.1
jg7589	XP_020877714.1
jg7590	XP_020877715.1
jg7589	XP_020877714.1
jg7590	XP_020877715.1
jg7591	XP_002872581.1
jg7592	XP_002874733.1
jg7609	XP_002872643.1
jg7644	XP_002874769.1
jg7645	XP_002874771.1
jg7669	XP_020877639.1
jg7798	XP_020876431.1
jg7799	XP_020877206.1
jg7841	XP_020876381.1
jg7842	XP_020866638.1, XP_020876384.1
jg7872	XP_020878325.1
jg7873	XP_002872806.1
jg7874	XP_020876390.1
jg7877	XP_020876370.1
jg8068	XP_002872878.1
jg8069	XP_002874964.1
jg8069	XP_002874964.1
jg8327	XP_020872408.1
jg8328	XP_020872407.1
jg8329	XP_002868851.1
jg8411	XP_002868904.2
jg8584	XP_020874624.1
jg8585	XP_020874623.1
jg8586	XP_002866945.1
jg8610	XP_002866961.1
jg8706	XP_020875620.1
jg8820	XP_020874363.1
jg8821	XP_002867081.1
jg9105	XP_020875709.1
jg9106	XP_002869240.1
jg9223	XP_002867279.1
jg9224	XP_002867280.1
jg9225	XP_020872059.1
jg9226	XP_002869314.1
jg9312	XP_020875159.1
jg9313	XP_002869401.1
jg9364	XP_020874270.1
jg9365	XP_020874269.1
jg9366	XP_020875737.1
jg9426	XP_020874506.1
jg9674	XP_002869547.1
jg9675	XP_002869548.1
jg9676	XP_002867485.1
jg9677	XP_002869549.1
jg9678	XP_020872212.1
jg9715	XP_002867506.1
jg9716	XP_002869566.1
jg9857	XP_002869633.1, XP_002869634.1
jg9858	XP_002869633.1, XP_002869634.1
jg9859	XP_020873438.1
jg9889	XP_020873813.1
jg9890	XP_002867592.1
jg9926	XP_002869672.1
jg9927	XP_020873857.1
jg9948	XP_020873436.1
jg9949	XP_002869685.1
jg9950	XP_020873741.1
jg9951	XP_020873518.1
jg9959	XP_020873511.1
jg9960	XP_020873684.1
jg9973	XP_002867630.1
jg9974	XP_002867631.1
jg9975	XP_020873822.1
jg10027	XP_002869714.1
jg10028	XP_020873353.1
jg10029	XP_020873262.1
jg10212	XP_002867731.1
jg10226	XP_020873334.1
jg10227	XP_002867739.1
jg10236	XP_020873620.1
jg10237	XP_020873584.1
jg10238	XP_020873428.1
jg10332	XP_002867795.1
jg10333	XP_002867796.1
jg10465	XP_020874074.1
jg10549	XP_020872465.1
jg10559	XP_002869949.1
jg10560	XP_002869950.1
jg10586	XP_002869959.1
jg10588	XP_002870315.2
jg10589	XP_020874051.1, XP_020874055.1
jg10590	XP_020874050.1
jg10719	XP_002870028.2
jg10720	XP_020874423.1
jg10724	XP_020875453.1
jg10726	XP_002870032.1
jg10737	XP_020872740.1
jg10932	XP_020875135.1
jg10933	XP_020875275.1
jg10934	XP_020875277.1
jg10941	XP_020873153.1
jg10942	XP_020872170.1
jg11088	XP_020874333.1
jg11089	XP_020874334.1
jg11090	XP_020874335.1
jg11152	XP_002868197.1
jg11153	XP_002870231.1
jg11154	XP_002870232.1
jg11369	XP_002868306.2
jg11370	XP_020872742.1
jg11461	XP_020874767.1
jg11529	XP_020876376.1
jg11610	XP_002864038.2
jg11612	XP_020877000.1
jg11618	XP_002863185.1
jg11666	XP_020876644.1
jg11706	XP_002863230.2
jg11856	XP_002868396.1
jg11944	XP_020874473.1
jg11944	XP_020874473.1
jg11945	XP_002868426.1
jg11955	XP_002870438.1, XP_020886238.1
jg11956	XP_020875683.1
jg11956	XP_020875683.1
jg11956	XP_020875683.1
jg12046	XP_020873021.1, XP_002868464.1
jg12047	XP_002870476.1
jg12103	XP_002870497.1
jg12361	XP_020875150.1
jg12362	XP_020874862.1
jg12415	XP_020875111.1
jg12485	XP_020872976.1
jg12486	XP_020873007.1
jg12545	XP_002870766.1
jg12546	XP_020872993.1
jg12601	XP_020874174.1
jg12639	XP_020874886.1
jg12651	XP_020874701.1
jg20311	XP_020866520.1, XP_002865125.2
jg20312	XP_002865126.1
jg20313	XP_020871581.1
jg20450	XP_002863418.1
jg20451	XP_020889048.1
jg20490	XP_020878457.1
jg20491	XP_002863445.1
jg20530	XP_002865238.1
jg20531	XP_020866142.1
jg20557	XP_020882070.1
jg20558	XP_002863489.1
jg20576	XP_002863509.1
jg20693	XP_002865349.1
jg20694	XP_002865352.1
jg20717	XP_002865365.1
jg20777	XP_002865381.1
jg20780	XP_020871949.1
jg20781	XP_020889541.1, XP_020889551.1
jg20883	XP_020866335.1
jg20884	XP_020866343.1
jg20886	XP_020885942.1
jg20892	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20894	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20895	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20896	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20897	XP_020871984.1, XP_020873300.1, XP_002865428.1
jg20974	XP_002865487.1, XP_002863709.1, XP_002863708.1, XP_002863707.1, XP_002863706.1, XP_020885190.1
jg20975	XP_002865487.1, XP_002863709.1, XP_002863708.1, XP_002863707.1, XP_002863706.1, XP_020885190.1
jg20976	XP_002865487.1, XP_002863709.1, XP_002863708.1, XP_002863707.1, XP_002863706.1, XP_020885190.1
jg20977	XP_002865487.1, XP_002863709.1, XP_002863708.1, XP_002863707.1, XP_002863706.1, XP_020885190.1
jg20978	XP_002865487.1, XP_002863709.1, XP_002863708.1, XP_002863707.1, XP_002863706.1, XP_020885190.1
jg20979	XP_002865487.1, XP_002863709.1, XP_002863708.1, XP_002863707.1, XP_002863706.1, XP_020885190.1
jg21006	XP_002863727.1
jg21010	XP_020871180.1
jg21011	XP_020871179.1
jg21017	XP_020869244.1
jg21018	XP_002862988.1, XP_002863734.1
jg21033	XP_020871193.1
jg21059	XP_002863758.1
jg21065	XP_020871551.1
jg21097	XP_020889018.1
jg21137	XP_002865543.1
jg21138	XP_020891209.1
jg21139	XP_020891361.1
jg21166	XP_020891345.1, XP_020868608.1
jg21368	XP_002863889.1
jg21369	XP_020871697.1
jg21370	XP_020886834.1, XP_020871699.1
jg21527	XP_002865709.1
jg21541	XP_002863969.1
jg21542	XP_020890045.1
jg21550	XP_020866359.1
jg21563	XP_002865727.2
jg21565	XP_002865728.1
jg21566	XP_002865729.1
jg21574	XP_020890704.1, XP_020869115.1
jg21657	XP_002864030.2
jg21658	XP_002864031.1
jg21659	XP_002864032.1
jg21739	XP_002865824.1, XP_020873747.1
jg21753	XP_002864085.1
jg21808	XP_002864109.1
jg21809	XP_020883647.1
jg21810	XP_002865859.2
jg21811	XP_020883629.1
jg21828	XP_002862981.1
jg21829	XP_020873069.1
jg21868	XP_002862377.1, XP_020872012.1
jg21869	XP_002864138.1
jg21870	XP_002865880.1
jg21924	XP_002864164.1
jg21970	XP_020870207.1
jg21971	XP_002865926.1
jg21972	XP_002864187.1
jg21981	XP_002865928.2
jg21982	XP_002865929.1
jg21983	XP_020867000.1
jg21990	XP_020871995.1
jg21993	XP_020871947.1
jg22025	XP_020866763.1
jg22025	XP_020866763.1
jg22136	XP_002864273.1
jg22137	XP_020871444.1
jg22200	XP_020871511.1
jg22201	XP_002864310.1
jg22202	XP_002866025.1
jg22233	XP_002866040.1
jg22303	XP_020871088.1
jg22363	XP_020872008.1
jg22364	XP_002866092.1
jg22366	XP_020870474.1
jg22499	XP_020865736.1
jg22501	XP_020865736.1
jg22502	XP_020865763.1
jg22652	XP_020871230.1, XP_002862338.2
jg22653	XP_020880444.1
jg22654	XP_002866212.1
jg22666	XP_002866221.1
jg22668	XP_002864523.1
jg22713	XP_020877923.1
jg22715	XP_002866250.1
jg22782	XP_020871321.1
jg22783	XP_002866284.1
jg22784	XP_020889219.1
jg22867	XP_020868192.1
jg22986	XP_002866382.1
