annotation	A_thaliana
jg25640	AT3G15990.1
jg25814	AT3G17210.1
jg25815	AT3G17220.1
jg25816	AT3G17230.1
jg25817	AT3G17227.1
jg25958	AT4G09870.1
jg25959	AT2G07140.1, AT3G44120.1
jg25960	AT3G18330.1
jg26230	AT3G20670.1
jg26231	AT3G20680.1
jg26232	AT3G20700.1
jg26361	AT3G21640.1
jg26362	AT3G21650.1
jg26363	AT3G21660.2
jg26364	AT3G21670.1
jg26518	AT3G22830.1
jg26519	AT3G22840.1
jg26579	AT3G23270.2
jg26580	AT3G23280.1
jg26655	AT3G23870.1
jg26656	AT3G23880.1
jg26657	AT2G24945.1, AT4G36925.2, AT3G26800.1
jg26904	AT3G25520.1
jg26905	AT3G25530.1
jg26906	AT2G04039.3
jg26907	AT2G04040.1
jg26909	AT2G04070.1
jg26910	AT2G04080.1
jg26930	AT3G24900.2, AT3G25010.2, AT3G24982.1, AT3G25020.1
jg26931	AT3G24900.2, AT3G25010.2, AT3G24982.1, AT3G25020.1
jg26932	AT3G24890.2
jg27023	AT2G04930.1
jg27039	AT2G05260.1
jg27151	AT2G06020.1
jg27152	AT2G06025.1
jg27153	AT2G06040.1
jg27291	AT2G07690.1
jg27347	AT2G10950.1
jg27397	AT2G13540.1
jg27398	AT2G13542.1, AT1G59833.1
jg27427	AT2G14070.1
jg27429	AT2G14095.1
jg27447	AT2G14247.1
jg27488	AT2G14660.1
jg27494	AT2G14680.2
jg27495	AT2G14690.1
jg27499	AT2G14710.1
jg27508	AT3G02010.1
jg27531	AT2G14890.1
jg27532	AT2G14900.1
jg27576	AT2G15560.1
jg27641	AT2G15970.1
jg27642	AT2G15980.1
jg27643	AT2G16005.1
jg27660	AT2G16220.1
jg27662	AT2G16210.1
jg27706	AT2G16500.1
jg27879	AT2G17480.1
jg27983	AT2G18240.1
jg27984	AT2G18245.1
jg27985	AT2G18260.1
jg28026	AT2G18570.1
jg28130	AT2G19460.2
jg28145	AT2G19560.1
jg28146	AT2G19570.1
jg28227	AT2G20170.1
jg28228	AT2G20180.2
jg28261	AT2G20440.1
jg28262	AT2G20450.1
jg28265	AT4G01260.1
jg16636	AT2G22100.1
jg16637	AT2G22120.2
jg16638	AT2G22121.1
jg16787	AT2G23300.1
jg16789	AT2G23310.1
jg16831	AT2G23680.1
jg16876	AT2G24090.1
jg16877	AT2G24100.1
jg16958	AT2G24580.1
jg17028	AT2G24950.1
jg17029	AT2G24960.1
jg17058	AT2G25160.1
jg17334	AT2G26340.2
jg17335	AT2G26350.1
jg17482	AT2G26760.1
jg17573	AT2G27060.1
jg17574	AT2G27080.1
jg17650	AT2G27430.1
jg17680	AT2G27600.1
jg17681	AT2G27610.1
jg17828	AT2G28560.1
jg17841	AT2G28650.1
jg17843	AT2G28670.1
jg17870	AT2G28910.1
jg17871	AT2G28920.1
jg17883	AT1G51840.1
jg17909	AT2G29140.1
jg17910	AT2G29150.1
jg18143	AT2G30930.1
jg18144	AT2G30933.1
jg18182	AT1G73220.1
jg18265	AT2G31980.1
jg18266	AT2G31990.2
jg18267	AT2G31985.1
jg18284	AT2G32120.1
jg18285	AT2G32150.1
jg18516	AT2G34150.2
jg18517	AT2G34160.1
jg18806	AT2G36690.1, AT2G06960.1
jg18822	AT2G36830.1
jg18823	AT2G36835.1
jg18913	AT2G37560.1
jg18914	AT2G37570.1
jg18915	AT2G37580.1
jg18916	AT2G37585.1
jg19129	AT2G39250.1
jg19130	AT2G39240.1
jg19363	AT2G40900.1
jg19372	AT2G40960.1
jg19373	AT2G40970.1
jg19374	AT2G40980.1
jg19612	AT2G42885.1
jg19672	AT2G43390.1
jg19677	AT2G43430.1
jg19678	AT2G43440.1, AT2G43445.1
jg19679	AT2G43460.1, AT3G59540.1
jg19680	AT2G43465.1
jg19872	AT2G45050.1
jg19873	AT2G45060.1
jg19884	AT3G47720.1
jg20018	AT2G46190.1
jg20019	AT2G46200.1
jg20020	AT2G46210.1
jg20182	AT2G47670.1
jg20183	AT2G47680.1
jg12893	AT3G32190.1, AT3G32150.1
jg13023	AT2G02080.1
jg13040	AT2G02250.1
jg13059	AT2G02480.1
jg13060	AT2G02500.1
jg13101	AT2G02990.1
jg13102	AT2G03050.2
jg13103	AT2G03060.2
jg13341	AT3G26520.1
jg13344	AT3G26560.1
jg13345	AT3G26570.1
jg13359	AT3G26700.1
jg13360	AT3G26710.1
jg13395	AT3G26934.1
jg13417	AT3G27160.2
jg13495	AT3G27473.1
jg13635	AT3G28600.1
jg13636	AT3G28630.1
jg13712	AT3G29050.2
jg13713	AT3G29060.1
jg13983	AT3G42850.2
jg13984	AT3G42860.1
jg13985	AT3G42880.1
jg14108	AT3G44060.1
jg14111	AT3G44100.1
jg14169	AT3G44550.1
jg14754	AT3G49160.1
jg14844	AT3G49845.1
jg14845	AT3G49850.1
jg14846	AT3G49860.1
jg14847	AT3G49870.1
jg14853	AT3G49930.1
jg14854	AT3G49940.1
jg14860	AT3G49980.2
jg14935	AT3G50660.1
jg15214	AT3G52900.1
jg15215	AT3G52905.1
jg15216	AT3G52910.1
jg15229	AT3G53030.1
jg15230	AT3G53040.1
jg15232	AT3G53050.1
jg15233	AT3G53060.1
jg15394	AT3G54600.1
jg15396	AT3G54610.1
jg15763	AT3G57520.1
jg15765	AT3G57530.1
jg15801	AT3G57785.1
jg15802	AT3G57790.1
jg15803	AT3G57800.1
jg15811	AT3G57920.1
jg15812	AT3G57930.1
jg15813	AT3G57940.1
jg15829	AT1G65870.1
jg15830	AT3G58090.1
jg15991	AT3G59435.1
jg15992	AT3G59470.2
jg16074	AT3G60190.1
jg16075	AT3G60200.1
jg16076	AT3G60210.1
jg16078	AT3G60220.1
jg16276	AT3G62060.2
jg16277	AT3G62070.1
jg16276	AT3G62060.2
jg16277	AT3G62070.1
jg3901	AT5G01260.2
jg3902	AT5G01250.1
jg3903	AT5G01240.1
jg3903	AT5G01240.1
jg3915	AT5G01150.1
jg3916	AT5G01140.1
jg4158	AT5G04110.2
jg4339	AT5G05830.1
jg4340	AT5G05840.1
jg4341	AT5G05850.1
jg4528	AT5G07020.1
jg4529	AT5G07030.1
jg4948	AT5G11200.2, AT5G11170.1
jg4949	AT5G11210.5
jg5025	AT5G11870.2
jg5026	AT5G11880.1
jg5028	AT5G11890.1
jg5090	AT5G12460.1
jg5091	AT5G12470.1
jg5092	AT5G12480.1
jg5688	AT5G18440.1
jg5689	AT5G18450.1
jg5782	AT5G19220.1
jg5783	AT5G19230.1, AT5G19240.1
jg5784	AT5G19250.1
jg5948	AT5G20850.1
jg5949	AT5G20860.2
jg6031	AT5G22220.2
jg6032	AT5G22240.1
jg6033	AT5G22250.1
jg6034	AT5G22260.1
jg6254	AT5G24040.1
jg6311	AT5G24470.1
jg6449	AT5G25630.2
jg6449	AT5G25630.2
jg6450	AT5G25640.1
jg6470	AT5G25840.1
jg6603	AT5G27930.1
jg6648	AT5G27540.1
jg6649	AT5G27530.1
jg6760	AT5G28150.1
jg6800	AT5G28640.1
jg6961	AT4G06746.1
jg7095	AT4G08500.1
jg7096	AT4G08510.1
jg7111	AT4G08620.1
jg7112	AT4G08620.1
jg7154	AT4G08455.1
jg7160	AT4G08390.1
jg7187	AT4G08850.1
jg7283	AT4G09680.1
jg7286	AT4G09720.3
jg7286	AT4G09720.3
jg7287	AT4G09730.1
jg7381	AT4G10350.1
jg7413	AT4G10620.1
jg7414	AT4G10630.1
jg7426	AT4G10740.1
jg7427	AT4G10750.1
jg7480	AT4G11150.1
jg7481	AT4G11160.2
jg7500	AT4G11330.1
jg7501	AT4G11340.1
jg7595	AT4G11930.1
jg7596	AT4G11950.1
jg7597	AT4G11960.1
jg7634	AT4G12300.1
jg7635	AT4G12310.1, AT4G12320.1
jg7637	AT4G12340.1
jg7635	AT4G12310.1, AT4G12320.1
jg7637	AT4G12340.1
jg7872	AT4G02860.1
jg7873	AT4G02870.1
jg7931	AT4G02970.1, AT4G03350.1
jg7956	AT4G02590.1
jg8226	AT4G00200.1
jg8227	AT4G00190.1
jg8228	AT4G00180.1
jg8411	AT4G39410.1
jg8598	AT4G37360.1
jg8599	AT4G37340.1
jg8600	AT4G37330.1
jg8601	AT4G37320.1
jg8635	AT4G37100.1
jg8636	AT4G37110.1
jg8665	AT4G36720.1
jg8666	AT4G36710.1
jg8705	AT4G36250.1
jg8706	AT4G36240.1
jg8707	AT4G36230.1
jg9012	AT4G33620.1
jg9013	AT4G33610.1
jg9014	AT4G33600.1
jg9015	AT4G33590.1
jg9016	AT4G33585.1
jg9035	AT4G33470.1
jg9036	AT4G33467.1
jg9037	AT4G33460.1
jg9038	AT4G33450.1
jg9267	AT4G31350.1
jg9269	AT4G31340.1
jg9525	AT4G29080.1
jg9525	AT4G29080.1
jg9526	AT4G29060.1
jg9600	AT4G28370.1
jg9601	AT4G28365.1
jg9602	AT4G28350.1
jg9710	AT4G27420.1
jg9711	AT4G27410.3
jg9736	AT4G27160.1, AT4G27150.1
jg9737	AT4G27140.1
jg9739	AT4G27120.1
jg9740	AT4G27110.1
jg9741	AT4G27100.1
jg9742	AT4G27090.1
jg9958	AT4G25120.1
jg9959	AT4G25110.1
jg10117	AT4G23730.3
jg10118	AT4G23720.1
jg10125	AT4G23700.1
jg10126	AT4G23690.1
jg10127	AT4G23680.1
jg10179	AT1G36970.1, AT4G05555.1, AT3G31560.1
jg10184	AT4G23240.1
jg10186	AT4G23230.1
jg10428	AT4G21380.1
jg10502	AT4G20460.1
jg10503	AT4G20450.1
jg10679	AT4G19040.2
jg10680	AT4G19035.1
jg10687	AT4G19003.1
jg10688	AT4G19000.1
jg10689	AT4G18990.1
jg10771	AT1G40083.1
jg10773	AT5G30520.1
jg10774	AT1G36970.1, AT4G05555.1, AT3G31560.1
jg11039	AT4G16180.2
jg11184	AT4G15310.1
jg11441	AT4G13710.1
jg11618	AT4G13070.1
jg11706	AT4G12640.1
jg11945	AT5G35580.2
jg11946	AT5G35590.1
jg12075	AT5G36930.2
jg12200	AT5G37500.2
jg12232	AT5G37660.2
jg12233	AT5G37670.1
jg12234	AT5G37680.1
jg12326	AT4G16690.1
jg12550	AT5G39760.1
jg12551	AT5G37520.1
jg12647	AT5G40380.1
jg12658	AT5G40450.1
jg12677	AT5G40620.1
jg12678	AT5G40630.1
jg12780	AT5G41560.1
jg12781	AT5G41570.1
jg20352	AT5G47060.1
jg20494	AT5G45860.1
jg20495	AT5G45850.1
jg20539	AT5G45470.1
jg20540	AT5G45440.1
jg20541	AT5G45430.1
jg20568	AT5G45275.1
jg20602	AT5G45120.1
jg20603	AT5G45113.1
jg20612	AT5G45080.1
jg20613	AT5G45070.1
jg20651	AT5G44820.1
jg20668	AT5G44670.1
jg20734	AT5G44380.2
jg20895	AT5G43360.1
jg20896	AT5G43360.1
jg20897	AT5G43360.1
jg20972	AT5G42960.1
jg20973	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20974	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20975	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20976	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20975	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20976	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20977	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20978	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20979	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg21017	AT5G42810.1
jg21372	AT5G48380.1
jg21374	AT5G48385.1
jg21415	AT2G24310.1
jg21586	AT5G49520.1
jg21587	AT1G53340.2, AT2G13895.1
jg21586	AT5G49520.1
jg21587	AT1G53340.2, AT2G13895.1
jg21683	AT5G50260.1
jg21684	AT4G03170.1, AT1G20600.1
jg21863	AT5G51830.1
jg21865	AT5G51845.1
jg22030	AT5G53060.1
jg22031	AT5G53070.1
jg22032	AT5G53090.1
jg22115	AT5G53592.1
jg22235	AT5G54400.1
jg22236	AT5G54330.1
jg22327	AT5G55040.1
jg22532	AT5G56530.1
jg22533	AT5G56540.1
jg22695	AT5G57930.2
jg22696	AT3G49020.1
jg22697	AT5G57940.1
jg22698	AT5G57950.2
jg22850	AT5G59100.1
jg22906	AT5G59700.1
jg22907	AT5G59710.1
jg22906	AT5G59700.1
jg22907	AT5G59710.1
jg22913	AT5G59770.1
jg22914	AT5G43550.1
jg22915	AT5G59780.3
jg22951	AT5G60180.1, AT5G60110.1
jg22952	AT5G53230.1, AT5G53240.1
jg23018	AT5G60770.1
jg23019	AT5G60780.1
jg23365	AT5G63810.1
jg23366	AT5G63820.1
jg23367	AT5G63820.1
jg23368	AT5G63830.1
jg23390	AT5G63990.1
jg23391	AT5G64000.1
jg23392	AT5G64010.1
jg23543	AT5G65310.1
jg23638	AT5G67410.1
jg23639	AT5G67400.1
jg23752	AT5G66420.2
jg23753	AT5G66410.1
jg23754	AT5G66400.1
jg23780	AT5G66150.1
jg23781	AT5G66130.1
jg23782	AT5G66120.2
