annotation	A_thaliana
jg31260	AT1G27330.1
jg31261	AT1G27340.1
jg31262	AT1G27330.1
jg31301	AT1G27770.1
jg31302	AT1G19750.1, AT1G27840.3
jg31374	AT1G28470.1
jg31375	AT1G28480.1
jg31376	AT1G28490.1
jg31377	AT1G27860.1, AT1G28500.1
jg31422	AT1G20680.1
jg31423	AT1G29110.1
jg31424	AT1G29110.1
jg31458	AT1G29330.1
jg31539	AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1
jg31540	AT1G29970.2
jg31568	AT1G30240.2
jg31569	AT1G30250.1
jg31570	AT1G30260.1
jg31690	AT1G31020.1
jg31722	AT1G31160.1
jg31895	AT1G32420.1
jg31896	AT1G32430.1
jg31897	AT1G32440.1
jg31898	AT1G32450.1
jg31927	AT1G32730.1
jg32038	AT1G33800.1
jg32075	AT2G32900.1
jg32102	AT1G14650.1
jg32250	AT1G35710.1
jg32265	AT1G35830.1
jg32279	AT3G18740.1
jg32499	AT1G43170.1
jg32609	AT1G52695.1
jg32610	AT1G44224.1
jg32610	AT1G44224.1
jg32643	AT1G44780.1
jg32644	AT1G44790.1
jg32645	AT1G44800.1
jg32652	AT1G44835.2
jg32718	AT1G55928.1
jg32728	AT1G45688.1
jg32729	AT1G45976.1
jg32739	AT1G47128.1
jg32770	AT1G47390.1
jg32773	AT1G47395.1
jg32775	AT1G47410.1
jg32776	AT1G47420.1
jg32779	AT1G47480.1
jg32880	AT1G48050.1
jg32891	AT1G48140.1
jg32892	AT1G48160.1
jg32893	AT1G48175.1
jg32894	AT1G48180.1
jg32947	AT1G48670.1
jg32948	AT1G48660.2
jg33083	AT1G49620.3
jg33295	AT1G51460.1
jg33295	AT1G51460.1
jg33432	AT1G52400.1
jg33433	AT1G52410.2
jg33444	AT1G52550.1
jg33445	AT1G52560.1
jg33447	AT1G52565.1
jg33454	AT1G52630.1
jg33455	AT1G52640.1
jg33456	AT1G52660.1
jg33457	AT1G52670.1
jg33522	AT1G53180.2
jg33648	AT1G54160.1
jg33649	AT1G54170.1
jg33672	AT1G55150.2
jg33673	AT1G55160.3
jg371	AT1G64590.1
jg572	AT1G63130.1
jg573	AT1G63120.1
jg693	AT1G62310.1
jg730	AT1G62045.1
jg731	AT1G62040.1
jg770	AT1G61770.1
jg859	AT1G61120.1
jg866	AT1G61090.1
jg867	AT1G61080.5
jg868	AT1G61070.1
jg897	AT1G60860.1
jg898	AT1G60850.1
jg902	AT1G60320.1
jg928	AT1G60610.1
jg1002	AT1G59980.1
jg1005	AT1G59970.1
jg1006	AT1G59960.1
jg1115	AT1G58525.1
jg1331	AT1G57620.1
jg1352	AT1G56660.1
jg1353	AT1G58400.2
jg1355	AT1G56650.1
jg1420	AT1G56380.2
jg1421	AT1G56360.1
jg1453	AT1G55050.1
jg1474	AT5G48770.1
jg1528	AT5G53637.1
jg1529	AT1G54630.1, AT1G54580.1
jg1531	AT1G54575.2
jg1883	AT1G65340.1
jg1884	AT5G20620.1
jg1985	AT1G65730.1
jg2006	AT1G65810.1
jg2007	AT1G65820.3
jg2007	AT1G65820.3
jg2055	AT1G66150.1
jg2056	AT1G66160.1
jg2057	AT1G66170.1
jg2062	AT1G66210.1
jg2097	AT1G66400.1
jg2224	AT1G67070.1
jg2225	AT5G26970.1
jg2230	AT1G67110.1
jg2258	AT1G67325.2
jg2259	AT1G67330.1
jg2322	AT1G67780.1
jg2323	AT1G67790.1
jg2430	AT1G68585.1
jg2431	AT1G68590.1
jg2432	AT1G68600.1
jg2433	AT1G68610.1
jg2444	AT1G68720.1
jg2485	AT1G69040.2
jg2574	AT1G69800.2
jg2575	AT1G69810.1
jg2599	AT1G69980.1
jg2600	AT1G69990.1
jg2601	AT1G70000.1
jg2649	AT1G70410.2
jg2650	AT1G70420.1
jg2693	AT1G70790.1
jg2694	AT1G70800.1
jg2695	AT1G70810.1
jg2693	AT1G70790.1
jg2694	AT1G70800.1
jg2695	AT1G70810.1
jg2696	AT1G70820.1
jg2709	AT1G70900.1
jg2710	AT1G70910.1
jg2713	AT1G70940.1
jg2793	AT1G71710.1
jg2885	AT1G72510.1, AT2G09970.1
jg2966	AT1G73240.1
jg2967	AT1G73250.1
jg2969	AT1G73260.1
jg2985	AT1G73460.1
jg2986	AT1G73470.3
jg2987	AT1G73480.1
jg2988	AT1G73490.2
jg2989	AT1G73500.1
jg3095	AT1G74430.1
jg3096	AT1G74440.1
jg3097	AT1G74450.1
jg3311	AT1G76480.2
jg3312	AT1G76490.1
jg3329	AT1G76670.1
jg3330	AT1G76680.2
jg3331	AT1G76690.1
jg3433	AT1G77640.1
jg3434	AT1G77660.1
jg3435	AT1G77670.1
jg3442	AT1G77710.1
jg3484	AT1G78100.1
jg3603	AT1G79160.1
jg3604	AT1G79180.2
jg23888	AT3G02020.1
jg23889	AT3G02000.1
jg24206	AT3G03590.1
jg24207	AT3G03600.1
jg24210	AT3G03630.1
jg24211	AT3G03640.1
jg24212	AT3G03650.1
jg24236	AT3G03830.1
jg24237	AT3G03840.1
jg24238	AT2G28800.1
jg24239	AT3G03850.1
jg24274	AT3G04110.1
jg24276	AT3G07340.1
jg24277	AT3G04130.1
jg24454	AT3G05490.1
jg24455	AT3G05500.1
jg24456	AT3G05510.1
jg24476	AT3G05625.1
jg24477	AT3G05630.1
jg24534	AT3G06020.1
jg24592	AT3G06483.1
jg24621	AT3G06720.1
jg24622	AT3G06730.1
jg24623	AT3G06740.1
jg24790	AT3G08770.2
jg24791	AT3G08780.1
jg24792	AT3G08790.1
jg24849	AT3G09260.1
jg24850	AT3G09270.1
jg24851	AT3G09280.1
jg25056	AT3G28890.1
jg25057	AT3G11090.1
jg25059	AT3G11100.1
jg25060	AT3G11110.1
jg25081	AT3G11340.1
jg25085	AT3G11380.1
jg25086	AT3G11385.1
jg25087	AT3G11402.1
jg25162	AT3G12070.1
jg25163	AT3G12080.1
jg25164	AT3G12090.1
jg25451	AT3G14390.1
jg25452	AT3G14395.1
jg25453	AT3G14400.1
jg25499	AT3G14830.1
jg25500	AT3G14840.2
jg25512	AT3G14950.1
jg25514	AT3G13620.1
jg25526	AT3G13280.1
jg25527	AT3G15060.1
jg25528	AT3G15070.1
jg25529	AT3G15080.1
jg25599	AT3G15540.1
jg25600	AT3G15550.1
jg25610	AT3G15640.1
jg25611	AT3G15650.2
jg25640	AT3G15990.1
jg25692	AT3G16410.1
jg25693	AT3G16390.1
jg25736	AT3G16670.1
jg25738	AT3G16690.3
jg25782	AT3G17040.1
jg25784	AT3G17060.1
jg25790	AT3G17090.1
jg25791	AT3G17100.1
jg25801	AT3G17140.1
jg25802	AT3G17152.1
jg25803	AT3G17155.1
jg25804	AT3G17160.1
jg25816	AT3G17230.1
jg25817	AT3G17227.1
jg25819	AT3G17240.1
jg25820	AT3G17250.1
jg25900	AT3G17840.1
jg25901	AT3G17850.1
jg26064	AT3G19270.2
jg26080	AT3G19420.1
jg26081	AT3G19430.2
jg26127	AT3G19810.1
jg26129	AT3G19820.1
jg26201	AT3G20440.2
jg26202	AT3G20450.1
jg26225	AT3G20650.1
jg26307	AT3G21240.1
jg26338	AT3G21450.1
jg26339	AT3G21460.1
jg26371	AT3G21720.1
jg26372	AT3G28918.1
jg26374	AT3G21730.1
jg26375	AT3G21740.1
jg26380	AT3G21770.1
jg26381	AT3G21780.1
jg26382	AT3G21790.1
jg26428	AT3G22100.1
jg26429	AT3G22104.1
jg26446	AT3G22230.1
jg26446	AT3G22230.1
jg26446	AT3G22230.1
jg26558	AT3G23130.1
jg26624	AT3G23660.2
jg26626	AT3G23670.1
jg26679	AT3G24150.1
jg26682	AT3G24130.1
jg26739	AT3G24320.1
jg26741	AT3G24330.1
jg26758	AT3G24490.1
jg26852	AT3G25140.1
jg26853	AT3G25150.2
jg26854	AT3G25160.1
jg26855	AT3G25170.1
jg26856	AT3G25180.1
jg26973	AT3G44265.1, AT2G04378.2
jg26974	AT2G04570.1
jg27175	AT2G06200.2
jg27556	AT2G15270.1
jg27557	AT2G15280.1
jg27558	AT2G15290.1
jg27576	AT2G15560.1
jg27593	AT2G16225.1
jg27650	AT2G24980.3, AT5G06630.1
jg27651	AT2G16120.1
jg27671	AT2G16280.1
jg27686	AT2G16365.1
jg27769	AT2G16740.1
jg27772	AT2G16760.1
jg27773	AT2G16770.1
jg27774	AT2G16780.1
jg27840	AT2G17170.1
jg27841	AT2G17180.1
jg27859	AT2G17310.1
jg27860	AT2G17310.1
jg27944	AT2G18020.1
jg27986	AT2G18280.1
jg27987	AT2G18290.1
jg27988	AT2G18300.3
jg28028	AT2G18590.1
jg28054	AT2G18750.1
jg28055	AT2G18760.3
jg28081	AT2G18990.1
jg28133	AT2G19480.1
jg28134	AT2G19490.1
jg28162	AT2G19670.1
jg28163	AT2G19680.1
jg28164	AT2G19690.2
jg28165	AT2G19700.1
jg28206	AT2G22880.1
jg28207	AT2G19980.1
jg28208	AT2G19990.1
jg28307	AT2G20815.3
jg28308	AT2G20805.1
jg16589	AT2G21730.1, AT2G21890.1
jg16590	AT2G21740.1
jg16591	AT2G21750.1
jg16676	AT2G22490.2
jg16677	AT2G22500.1
jg16695	AT2G22670.4
jg16747	AT2G23030.1
jg16889	AT2G24180.1
jg16890	AT2G24190.2
jg16891	AT2G24200.1
jg17029	AT2G24960.1
jg17030	AT2G24970.1
jg17042	AT2G25060.1
jg17043	AT2G25070.1
jg17050	AT2G25100.1
jg17051	AT2G25110.1
jg17094	AT2G25320.3
jg17291	AT3G42940.1
jg17292	AT3G42940.1
jg17297	AT2G26190.1
jg17313	AT2G26270.1
jg17317	AT3G58950.1
jg17375	AT2G26530.1
jg17376	AT2G26540.1
jg17376	AT2G26540.1
jg17378	AT2G26550.1
jg17380	AT2G26560.1
jg17519	AT2G26840.2
jg17520	AT2G26850.1
jg17519	AT2G26840.2
jg17520	AT2G26850.1
jg17521	AT2G26860.1
jg17581	AT2G26760.1
jg17591	AT2G27150.1
jg17594	AT1G27580.1, AT1G27540.1
jg17595	AT1G27580.1, AT1G27540.1
jg17618	AT2G27230.1
jg17707	AT2G27770.1
jg17714	AT2G27780.1, AT5G27310.1, AT2G13640.1
jg17715	AT2G27800.1, AT5G27300.1
jg17718	AT2G27820.1
jg17726	AT2G27900.1
jg17727	AT2G27920.1
jg17749	AT2G28040.1
jg17750	AT2G28050.1
jg17768	AT2G28150.1
jg17769	AT2G28160.1
jg17810	AT2G28460.1
jg17811	AT2G28470.1
jg17907	AT2G29110.2
jg17962	AT2G29470.1
jg17964	AT2G29490.1
jg17987	AT2G29660.1
jg17988	AT2G29670.1
jg18100	AT2G30580.1
jg18101	AT2G30590.1
jg18111	AT2G30680.1
jg18112	AT2G30650.1
jg18142	AT2G30920.1
jg18170	AT2G31170.1
jg18171	AT2G31180.1
jg18172	AT2G31190.1
jg18296	AT2G32260.1
jg18298	AT2G32280.1
jg18299	AT2G32290.1
jg18300	AT2G32295.1
jg18301	AT2G32300.2
jg18321	AT2G32510.1
jg18322	AT2G32520.2
jg18357	AT2G32790.1
jg18374	AT2G32910.1
jg18438	AT2G33390.1
jg18439	AT2G33400.1
jg18440	AT2G33410.1
jg18497	AT2G33870.1
jg18659	AT2G35360.1
jg18660	AT2G35370.1
jg18661	AT2G35380.1
jg18934	AT2G37710.1
jg18935	AT2G37720.1
jg18936	AT2G37730.1
jg19036	AT2G38510.1
jg19037	AT2G38530.1
jg19038	AT2G38540.1
jg19039	AT2G38550.1
jg19046	AT2G38630.1
jg19047	AT2G38670.1
jg19048	AT2G38660.1
jg19319	AT2G40550.1
jg19320	AT2G40560.1
jg19321	AT2G40570.1
jg19456	AT2G41680.1
jg19457	AT2G41690.1
jg19507	AT2G42170.1
jg19620	AT2G42960.1
jg19621	AT2G42975.1
jg19622	AT2G42980.1
jg19769	AT2G44180.1
jg19770	AT2G44190.1
jg19771	AT2G44200.1
jg19837	AT2G44770.1
jg19839	AT2G44790.1
jg19840	AT2G44800.1
jg19861	AT2G44940.1
jg20017	AT2G46180.1
jg20018	AT2G46190.1
jg20019	AT2G46200.1
jg20020	AT2G46210.1
jg20051	AT1G74088.2
jg20052	AT2G46490.1
jg20053	AT2G46493.1
jg20054	AT1G28040.1
jg20055	AT2G46495.1
jg20141	AT2G47300.2
jg20142	AT2G47310.1
jg20143	AT2G47320.1
jg20198	AT2G47830.1
jg20199	AT2G47840.1
jg20200	AT2G47850.1
jg12958	AT2G01580.1
jg12959	AT2G01590.1
jg12968	AT2G01670.1
jg13176	AT2G03730.1
jg13177	AT2G03740.1
jg13216	AT3G25577.1
jg13337	AT3G26450.1, AT3G26460.1
jg13399	AT3G26950.1
jg13400	AT3G26990.1
jg13400	AT3G26990.1
jg13401	AT3G27000.1
jg13522	AT3G27660.1
jg13541	AT3G27840.1
jg13629	AT3G28550.1
jg13643	AT3G28700.1
jg13646	AT3G28710.1
jg13664	AT3G28840.1
jg13844	AT2G10440.1
jg13849	AT1G41820.1
jg13864	AT3G30340.1
jg13865	AT3G30350.2
jg14135	AT3G44230.1
jg14157	AT3G44460.1
jg14253	AT3G45010.1
jg14274	AT3G45130.2
jg14335	AT3G45620.2
jg14353	AT3G45770.1
jg14363	AT3G45830.1
jg14392	AT3G46130.1
jg14393	AT3G46140.1, AT3G45790.1
jg14394	AT3G46140.1, AT3G45790.1
jg14501	AT3G47030.1
jg14502	AT3G47040.2
jg14503	AT3G47050.1
jg14520	AT3G47350.2
jg14521	AT3G47360.1
jg14520	AT3G47350.2
jg14521	AT3G47360.1
jg14544	AT3G47550.3
jg14544	AT3G47550.3
jg14583	AT3G47800.1
jg14584	AT3G47810.1
jg14584	AT3G47810.1
jg14585	AT3G47820.1
jg14584	AT3G47810.1
jg14585	AT3G47820.1
jg14612	AT3G48040.1
jg14613	AT3G48070.2
jg14703	AT3G48780.1
jg14704	AT3G48800.1
jg14705	AT3G48810.1
jg14776	AT3G49360.1
jg14777	AT3G49370.1
jg14778	AT3G49380.1
jg14821	AT3G49650.1
jg14822	AT3G49660.1
jg14836	AT3G62740.1
jg14837	AT3G49780.1
jg15024	AT3G51380.1
jg15025	AT3G51390.1
jg15026	AT3G51400.1
jg15035	AT3G51490.2
jg15036	AT3G51500.1
jg15037	AT3G51510.1
jg15038	AT3G51520.1
jg15039	AT3G51530.1
jg15125	AT3G52155.1
jg15201	AT3G52780.1
jg15202	AT3G52790.1
jg15203	AT3G52800.1
jg15222	AT3G52960.1
jg15223	AT3G52970.2
jg15224	AT3G52980.1
jg15235	AT3G53065.1
jg15237	AT3G53070.1
jg15238	AT3G53080.1
jg15237	AT3G53070.1
jg15238	AT3G53080.1
jg15240	AT3G53090.1
jg15274	AT3G53420.1
jg15276	AT3G53440.1
jg15375	AT3G54400.1
jg15376	AT3G54420.1
jg15393	AT3G54580.1
jg15394	AT3G54600.1
jg15394	AT3G54600.1
jg15396	AT3G54610.1
jg16041	AT3G59910.1
jg16043	AT3G59920.1
jg16053	AT3G60000.2
jg16054	AT3G60010.1
jg16055	AT3G60020.1
jg16056	AT3G60030.1
jg16059	AT1G06630.1
jg16060	AT3G60050.1
jg16215	AT3G61590.4
jg16216	AT3G61600.1
jg16217	AT3G61610.1
jg16218	AT3G61620.1
jg16233	AT3G61710.1
jg16234	AT3G61720.1
jg3866	AT5G01490.1
jg3869	AT5G01470.6
jg3870	AT5G01460.1
jg3933	AT5G02030.1
jg3934	AT5G02040.1
jg4040	AT5G03070.1
jg4041	AT5G03080.1
jg4042	AT5G03110.1
jg4089	AT5G03480.1
jg4091	AT1G13825.1
jg4129	AT5G03840.1
jg4131	AT5G03860.1
jg4177	AT1G47265.1
jg4188	AT5G04370.2
jg4189	AT5G04390.1
jg4212	AT5G04630.1
jg4214	AT5G04640.1
jg4215	AT5G04660.1
jg4219	AT5G04720.1
jg4220	AT5G04730.1
jg4270	AT5G05150.1
jg4271	AT5G05160.1
jg4380	AT5G06180.1
jg4381	AT5G06200.1
jg4446	AT5G06650.1
jg4447	AT2G24980.3, AT5G06630.1
jg4448	AT4G08400.1
jg4626	AT5G07850.1
jg4627	AT5G07860.1
jg4628	AT5G07870.1
jg4629	AT5G07890.1
jg4644	AT5G08050.1
jg4649	AT5G07840.1
jg4654	AT5G08080.3
jg4655	AT5G08100.1
jg4656	AT5G08110.3
jg4660	AT5G08139.1
jg4661	AT5G08141.1
jg4662	AT5G08150.1
jg4989	AT5G11570.1
jg4990	AT5G11580.1
jg5068	AT5G12250.1
jg5069	AT5G12260.1
jg5097	AT5G12870.1
jg5098	AT5G12880.1
jg5099	AT5G12890.1
jg5157	AT5G13440.1
jg5158	AT5G13450.1
jg5159	AT5G13460.1
jg5160	AT5G13470.1
jg5284	AT5G14610.1
jg5285	AT5G14620.1
jg5567	AT5G17340.1
jg5568	AT5G17350.1
jg5612	AT5G17750.1
jg5613	AT5G17760.1
jg5614	AT5G17770.1
jg5766	AT5G19130.1
jg5767	AT5G19140.1
jg5880	AT4G22380.1, AT5G20160.2
jg5881	AT5G20165.3
jg5882	AT5G20170.1
jg5883	AT5G20180.1
jg6213	AT5G23660.1
jg6283	AT5G24300.1
jg6284	AT5G24310.1
jg6285	AT5G24313.1
jg6332	AT5G24650.1
jg6333	AT5G24655.1
jg6387	AT5G25150.1
jg6388	AT5G25160.1
jg6419	AT3G13275.1
jg6420	AT5G25380.4
jg6449	AT5G25630.2
jg6486	AT5G25930.1
jg6487	AT5G25940.1
jg6496	AT5G26040.2
jg6497	AT5G26050.1
jg6498	AT5G26060.1
jg6499	AT5G26070.1
jg6500	AT5G26080.1
jg6586	AT5G26920.1
jg6652	AT5G27490.1
jg6653	AT5G27470.1
jg6760	AT5G28150.1
jg6779	AT5G28470.2
jg6869	AT5G28850.2, AT5G28900.1
jg6871	AT5G28910.2
jg7119	AT4G08690.1
jg7120	AT4G08685.1
jg7121	AT4G08670.1
jg7154	AT4G08455.1
jg7165	AT3G25510.1
jg7175	AT4G08780.1
jg7176	AT4G08790.1
jg7201	AT4G08910.1
jg7220	AT4G09020.1
jg7235	AT4G09153.1
jg7358	AT4G10150.1
jg7360	AT4G10160.1
jg7442	AT4G10890.1
jg7444	AT4G10895.1
jg7500	AT4G11330.1
jg7501	AT4G11340.1
jg7588	AT4G11900.1
jg7589	AT4G11910.1
jg7590	AT4G11911.1
jg7622	AT4G12130.1
jg7624	AT4G12150.1, AT4G12140.1
jg7625	AT4G05350.1, AT4G12220.1, AT4G12210.1
jg7626	AT4G12150.1, AT4G12140.1
jg7669	AT4G12620.1
jg7669	AT4G12620.1
jg7759	AT4G04980.1
jg7760	AT4G04990.1
jg7761	AT4G05000.1
jg7762	AT4G05010.1
jg7820	AT4G03635.1
jg7821	AT4G03620.1
jg7822	AT4G03610.4
jg7837	AT4G03540.1
jg7838	AT4G03520.1
jg7985	AT4G02330.1
jg7986	AT4G02320.1
jg8463	AT4G39670.1
jg8464	AT4G39680.1
jg8536	AT4G37950.1
jg8549	AT4G37870.1
jg8550	AT4G37840.1
jg8667	AT4G36700.1
jg8698	AT4G36380.1
jg8771	AT4G35720.1
jg8772	AT4G35710.1
jg8773	AT4G35700.1
jg8774	AT4G35690.1
jg8993	AT4G33770.1
jg9108	AT4G32810.2
jg9116	AT4G32720.1
jg9130	AT4G32600.1
jg9131	AT4G32590.3
jg9132	AT4G32570.1
jg9133	AT4G32560.1
jg9223	AT4G31770.1
jg9224	AT4G31760.1
jg9225	AT4G31750.1
jg9226	AT4G31740.1
jg9265	AT4G31370.1
jg9266	AT4G31360.1
jg9270	AT4G31330.1
jg9303	AT4G30960.1
jg9346	AT4G30640.1
jg9347	AT4G30630.1
jg9348	AT4G30620.1
jg9349	AT4G30610.1
jg9383	AT4G30280.1
jg9525	AT4G29080.1
jg9529	AT4G29033.1
jg9530	AT4G29030.1
jg9531	AT4G29020.1
jg9556	AT4G28750.1
jg9557	AT4G28740.1
jg9560	AT4G28706.4
jg9561	AT4G28703.1
jg9562	AT4G28700.1
jg9811	AT4G26440.1
jg9812	AT4G26430.1
jg9813	AT4G26420.1
jg9915	AT4G25515.1
jg9916	AT4G25500.1
jg9933	AT4G25340.1
jg9934	AT4G25330.1
jg9935	AT4G25320.1
jg9949	AT4G25210.1
jg9950	AT4G25200.1
jg9951	AT4G25190.2
jg9952	AT4G25180.1
jg9977	AT4G24970.1
jg9979	AT4G24960.1
jg9980	AT4G24950.1
jg9981	AT4G24940.1
jg10211	AT4G23100.1
jg10277	AT4G22550.1
jg10445	AT4G21210.1
jg10446	AT4G21200.1
jg10458	AT4G21110.1
jg10459	AT4G21105.1
jg10490	AT4G20840.1
jg10491	AT4G20830.1
jg10491	AT4G20830.1
jg10492	AT1G35150.1
jg10493	AT4G20820.1
jg10726	AT4G18620.1
jg10727	AT4G18610.1
jg10771	AT1G40083.1
jg10773	AT5G30520.1
jg10774	AT1G36970.1, AT4G05555.1, AT3G31560.1
jg10846	AT4G17695.1
jg10847	AT4G17690.1
jg10848	AT4G17680.1
jg10992	AT4G16510.1
jg10994	AT4G16500.1
jg11011	AT4G16390.1
jg11012	AT4G16380.3
jg11037	AT4G16210.1
jg11038	AT4G16190.1
jg11039	AT4G16180.2
jg11056	AT4G16100.1
jg11074	AT4G15990.1
jg11099	AT4G15880.1
jg11101	AT4G15850.1
jg11141	AT4G15620.1
jg11142	AT4G15610.1
jg11277	AT4G14760.1
jg11299	AT4G14630.1
jg11424	AT4G13870.2
jg11425	AT4G13860.1
jg11426	AT4G13850.1
jg11424	AT4G13870.2
jg11425	AT4G13860.1
jg11426	AT4G13850.1
jg11528	AT4G13345.4
jg11618	AT4G13070.1
jg11856	AT5G33370.1
jg11864	AT5G33290.1
jg11865	AT5G33280.1
jg11909	AT5G35160.2
jg11963	AT5G35690.1
jg12026	AT5G36100.1
jg12027	AT5G36110.1, AT5G36140.1
jg12028	AT5G36120.1
jg12044	AT5G36250.2
jg12045	AT5G36260.1
jg12058	AT5G36700.1, AT5G36790.1
jg12059	AT3G18980.1
jg12103	AT5G36970.1
jg12196	AT5G37473.1
jg12274	AT5G55450.1
jg12314	AT5G38150.1
jg12315	AT5G38160.1, AT5G38170.1
jg12341	AT4G16215.1
jg12342	AT5G38290.2
jg12358	AT5G38380.1
jg12485	AT5G39250.1
jg12486	AT5G39260.1
jg12487	AT5G39270.1, AT5G39290.1
jg12488	AT5G39300.1, AT5G39280.1
jg12489	AT5G39310.1
jg12863	AT5G42090.1
jg12864	AT5G42100.1
jg20379	AT5G46830.1
jg20397	AT5G46630.2
jg20398	AT5G46620.1
jg20720	AT5G44460.1
jg20721	AT5G44450.2
jg20722	AT5G44440.2
jg20722	AT5G44440.2
jg20723	AT2G26010.1, AT5G44430.1, AT2G26020.1, AT5G44420.1
jg20853	AT5G43560.1
jg20854	AT5G43550.1
jg20906	AT5G43300.1
jg20943	AT2G33200.1
jg20972	AT5G42960.1
jg20973	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20974	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20975	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20972	AT5G42960.1
jg20973	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20974	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20975	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20976	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20982	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20983	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg20984	AT5G42955.1, AT5G42957.1, AT3G30385.1, AT3G30387.1, AT3G30383.1, AT5G34882.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34881.1, AT5G34905.1
jg21015	AT5G42820.1
jg21041	AT5G42690.2
jg21041	AT5G42690.2
jg21042	AT5G42680.1
jg21093	AT5G42450.1
jg21093	AT5G42450.1
jg21104	AT5G42440.1
jg21114	AT5G42400.1
jg21115	AT5G42390.1
jg21281	AT5G47930.1
jg21351	AT5G48210.1
jg21353	AT5G48220.1
jg21430	AT5G48657.5
jg21431	AT5G48660.1
jg21432	AT5G48670.1
jg21545	AT5G49215.1
jg21547	AT5G49220.1
jg21548	AT5G49230.1
jg21567	AT5G49340.1
jg21568	AT5G49350.1
jg21579	AT5G49460.1
jg21580	AT5G49470.2
jg21653	AT5G50010.1
