annotation	A_thaliana
jg17322	AT3G58950.1
jg17375	AT2G26530.1
jg17451	AT2G26710.1
jg17511	AT2G26800.2
jg17577	AT2G27100.1
jg17578	AT2G27110.1
jg17645	AT2G27380.1
jg17646	AT2G27385.1
jg17766	AT2G28140.1
jg17791	AT2G28310.1
jg17792	AT2G28315.1
jg17858	AT2G28790.2
jg17859	AT2G28800.1
jg17939	AT5G11565.1
jg17942	AT2G29360.1
jg17943	AT2G29370.1
jg17944	AT2G29380.1
jg18139	AT2G30890.1
jg18140	AT2G30900.1
jg18141	AT2G31300.2, AT2G30910.1
jg18163	AT2G31100.1
jg18164	AT2G31110.2
jg18165	AT2G31130.1
jg18183	AT2G31240.1
jg18184	AT2G31250.1
jg18185	AT2G31260.1
jg18291	AT2G32190.1, AT2G32210.1
jg18292	AT2G32220.1
jg18293	AT2G32230.1
jg18295	AT2G32250.1
jg18334	AT2G32620.1, AT2G32610.1
jg18335	AT2G32630.1
jg18503	AT2G34000.1
jg18504	AT2G34010.1
jg18505	AT2G34020.2
jg18635	AT2G35160.1
jg18636	AT2G35170.1
jg18638	AT2G35190.1
jg18665	AT2G35430.1
jg18772	AT2G36370.1
jg18882	AT2G37330.1
jg18883	AT2G37340.1
jg18884	AT2G37360.1
jg19022	AT2G38430.1
jg19024	AT2G38420.1
jg19026	AT2G38440.1
jg19028	AT2G38450.1
jg19035	AT2G38500.1
jg19036	AT2G38510.1
jg19063	AT2G38790.1
jg19064	AT2G38800.1
jg19066	AT2G38820.2
jg19568	AT2G42520.1
jg19569	AT2G42530.1
jg19570	AT2G42540.2
jg19571	AT2G42550.1
jg19606	AT2G42850.1
jg19607	AT2G42860.1
jg19609	AT2G42870.1
jg19612	AT2G42885.1
jg19835	AT2G44745.1
jg19836	AT2G44760.1
jg19876	AT2G45080.1
jg19908	AT2G45200.2
jg19909	AT2G45210.1
jg19910	AT2G45220.1
jg19920	AT2G45280.2
jg19923	AT2G45300.1
jg20195	AT2G47800.1
jg20196	AT2G47810.1
jg20198	AT2G47830.1
jg20199	AT2G47840.1
jg20200	AT2G47850.1
jg20221	AT2G48070.3
jg20222	AT2G48075.1
jg20223	AT2G48080.1
jg20224	AT2G48090.2
jg20225	AT2G48100.1
jg13215	AT3G25573.1
jg13216	AT3G25577.1
jg13240	AT3G25770.1
jg13241	AT3G25780.1
jg13296	AT3G26120.1
jg13297	AT3G26125.1
jg13298	AT3G26130.2
jg13542	AT3G27850.1
jg13543	AT3G27860.1
jg13545	AT3G27870.1
jg13546	AT3G27880.1
jg13571	AT3G28100.1
jg13573	AT3G28130.2
jg13609	AT3G28390.1
jg13609	AT3G28390.1
jg13623	AT3G28520.1
jg13635	AT3G28600.1
jg13643	AT3G28700.1
jg13646	AT3G28710.1
jg13922	AT4G25210.1
jg14352	AT4G04632.1, AT3G45670.1
jg14455	AT3G46710.1
jg14455	AT3G46710.1
jg14856	AT3G49950.1
jg15095	AT3G51910.1
jg15096	AT3G51920.1
jg15097	AT3G51930.1
jg15169	AT3G52510.1
jg15170	AT3G52520.1
jg15171	AT3G52525.1
jg15245	AT3G53140.1
jg15246	AT3G53150.1
jg15247	AT3G53160.1
jg15274	AT3G53420.1
jg15276	AT3G53440.1
jg15393	AT3G54580.1
jg15657	AT3G57220.1
jg15658	AT3G57210.1
jg15659	AT3G57200.1
jg15742	AT3G57310.1
jg15743	AT3G57320.2
jg16123	AT3G60640.1
jg16124	AT3G60650.1
jg16125	AT3G60660.1
jg16255	AT3G61920.1
jg16256	AT3G61930.1
jg16257	AT3G61940.1
jg4018	AT5G02850.1
jg4019	AT5G02860.1
jg4020	AT5G02870.1
jg4044	AT5G03140.1
jg4246	AT5G04960.1
jg4249	AT5G04980.2
jg4399	AT5G06310.1
jg4400	AT1G52950.1
jg4484	AT5G08390.1
jg4680	AT5G08320.1
jg4681	AT5G08335.1
jg4682	AT5G08340.1
jg4713	AT5G08565.1
jg4714	AT5G08570.1
jg4715	AT5G08580.1
jg5271	AT5G14490.3
jg5272	AT5G14500.2
jg5443	AT5G16200.1
jg5611	AT5G17740.1
jg5612	AT5G17750.1
jg5613	AT5G17760.1
jg5674	AT5G18310.2
jg5675	AT5G18320.1
jg5681	AT5G18370.1
jg5683	AT5G18390.1
jg5782	AT5G19220.1
jg5783	AT5G19230.1, AT5G19240.1
jg5784	AT5G19250.1
jg5983	AT5G21222.1
jg5984	AT5G21274.1
jg6014	AT5G22120.1
jg6015	AT5G22130.2
jg6016	AT5G22140.1
jg6119	AT5G22860.1
jg6226	AT5G23760.1
jg6227	AT5G23770.2
jg6228	AT5G23790.1
jg6229	AT5G23800.2
jg6285	AT5G24313.1
jg6286	AT5G24313.1
jg6287	AT5G24314.2
jg6288	AT5G24316.1
jg6292	AT5G24320.2
jg6313	AT5G24490.1
jg6314	AT5G24500.1
jg6315	AT5G24510.1
jg6316	AT5G24520.1
jg6326	AT5G24590.2
jg6327	AT5G24600.1
jg6333	AT5G24655.1
jg6335	AT5G24660.1
jg6352	AT5G24820.1
jg6394	AT5G25220.1
jg6395	AT5G67490.1
jg6394	AT5G25220.1
jg6395	AT5G67490.1
jg6421	AT5G25380.4
jg6422	AT5G25410.1
jg6449	AT5G25630.2
jg6486	AT5G25930.1
jg6509	AT5G26110.1
jg6522	AT5G26180.1
jg6603	AT5G27930.1
jg6629	AT5G27700.1
jg6644	AT1G32000.1
jg6645	AT5G27600.1
jg6652	AT5G27490.1
jg6653	AT5G27470.1
jg6783	AT5G28530.1
jg7111	AT4G08620.1
jg7112	AT4G08620.1
jg7165	AT3G25510.1
jg7239	AT4G09153.1
jg7286	AT4G09720.3
jg7287	AT4G09730.1
jg7292	AT4G09760.1
jg7293	AT4G09780.1, AT4G09770.4
jg7325	AT4G09930.1
jg7327	AT4G09950.1
jg7362	AT4G10160.1
jg7409	AT4G10600.1
jg7413	AT4G10620.1
jg7414	AT4G10630.1
jg7537	AT4G11530.1
jg7548	AT4G11590.1
jg7549	AT4G11600.1
jg7577	AT4G11780.1
jg7578	AT4G11790.1
jg7577	AT4G11780.1
jg7578	AT4G11790.1
jg7602	AT4G12010.1
jg7603	AT4G12020.2
jg7669	AT4G12620.1
jg7807	AT4G05430.3
jg7808	AT4G05440.1
jg7809	AT4G05450.1
jg7810	AT4G05460.1
jg7820	AT4G03635.1
jg7821	AT4G03620.1
jg7822	AT4G03610.4
jg7939	AT4G02710.1
jg7940	AT4G02700.1
jg7986	AT4G02320.1
jg8401	AT4G39320.1
jg8402	AT4G39330.1
jg8403	AT4G39340.1
jg8481	AT4G39810.1
jg8482	AT4G39820.2
jg8484	AT4G39830.1
jg8504	AT4G39990.1
jg8505	AT4G40000.1
jg8506	AT4G40010.1
jg8554	AT4G37800.1
jg8558	AT4G37760.1
jg8559	AT4G37750.1
jg8665	AT4G36720.1
jg8666	AT4G36710.1
jg8723	AT4G36105.2
jg8725	AT4G36090.3
jg9012	AT4G33620.1
jg9013	AT4G33610.1
jg9014	AT4G33600.1
jg9109	AT4G32800.1
jg9110	AT4G32790.1
jg9211	AT4G31880.1
jg9223	AT4G31770.1
jg9224	AT4G31760.1
jg9225	AT4G31750.1
jg9226	AT4G31740.1
jg9351	AT4G30590.1
jg9352	AT4G30580.1
jg9353	AT4G30570.1
jg9354	AT4G30560.1
jg9456	AT4G29730.1
jg9457	AT4G29720.1
jg9679	AT4G27652.1
jg9680	AT4G27650.1
jg9792	AT4G26580.1
jg9793	AT4G26570.2
jg9795	AT4G26555.1
jg10040	AT4G24390.1
jg10042	AT4G24370.1
jg10043	AT4G24350.1
jg10044	AT4G24340.1
jg10070	AT4G24130.1
jg10071	AT4G24120.1
jg10072	AT4G24110.1
jg10262	AT4G22670.1
jg10263	AT4G22666.1
jg10264	AT4G21720.1
jg10262	AT4G22670.1
jg10263	AT4G22666.1
jg10264	AT4G21720.1
jg10358	AT5G33330.1
jg10360	AT4G21910.2
jg10536	AT4G20330.1
jg10537	AT4G20325.1
jg10538	AT4G20320.1
jg10544	AT4G20240.1
jg10545	AT4G20235.1
jg10640	AT4G19430.1
jg10687	AT4G19003.1
jg10688	AT4G19000.1
jg10689	AT4G18990.1
jg10690	AT4G18980.1
jg10862	AT4G17560.1
jg10863	AT4G17550.1
jg10864	AT4G17540.1
jg10865	AT4G17530.1
jg10866	AT4G17520.1
jg10992	AT4G16510.1
jg10994	AT4G16500.1
jg11093	AT4G15910.1
jg11202	AT4G15215.11
jg11203	AT4G15210.1
jg11296	AT4G14650.1
jg11297	AT4G14640.1
jg11329	AT4G14420.1
jg11330	AT4G14410.1
jg11413	AT4G13940.1
jg11520	AT4G13400.1
jg11537	AT4G13310.1
jg11537	AT4G13310.1
jg11651	AT4G12910.1
jg11652	AT4G12900.1
jg11945	AT5G35580.2
jg11946	AT5G35590.1
jg11956	AT5G35610.1
jg11973	AT5G35750.1
jg12168	AT5G37360.1
jg12169	AT5G37370.1
jg12201	AT5G37510.2
jg12205	AT5G37540.1
jg12247	AT5G37790.1
jg12274	AT5G55450.1
jg12314	AT5G38150.1
jg12315	AT5G38160.1, AT5G38170.1
jg12338	AT5G38270.1
jg12339	AT5G38270.1
jg12351	AT5G38320.1
jg12352	AT5G38330.1
jg12461	AT5G39000.1
jg12476	AT5G39110.1
jg12554	AT5G39790.3
jg12555	AT5G40080.1, AT5G39800.1
jg12556	AT5G37415.1, AT5G39810.1, AT5G39750.1, AT5G38740.1, AT5G41200.1, AT5G40220.1, AT5G40120.1
jg12557	AT5G39820.1
jg12637	AT5G40300.1
jg12638	AT5G40310.2
jg12654	AT5G40420.1
jg12655	AT2G25230.1, AT5G40430.1
jg12671	AT5G40570.2
jg12672	AT5G40580.1
jg12673	AT5G40590.1
jg12756	AT5G41315.2
jg12757	AT5G41320.1
jg20523	AT5G45620.1
jg20524	AT5G45610.1
jg20535	AT5G45510.1
jg20590	AT5G45200.1
jg20612	AT5G45080.1
jg20651	AT5G44820.1
jg20783	AT5G44120.3
jg20784	AT5G44110.1
jg20793	AT5G44040.1
jg20794	AT5G44030.2
jg20795	AT5G44020.1
jg20796	AT5G44010.4
jg20913	AT3G52680.1
jg20926	AT5G43180.1
jg21018	AT5G42800.1
jg21019	AT2G10535.1, AT4G09795.1
jg21018	AT5G42800.1
jg21019	AT2G10535.1, AT4G09795.1
jg21131	AT5G42330.1
jg21132	AT5G42320.2
jg21369	AT5G48360.1
jg21370	AT5G48370.1
jg21371	AT5G48375.1
jg21372	AT5G48380.1
jg21472	AT5G48940.1
jg21566	AT5G49330.1
jg21616	AT5G49690.1
jg21616	AT5G49690.1
jg21664	AT5G50120.1
jg21674	AT5G50200.1
jg22070	AT5G53490.4
jg22072	AT5G53500.1
jg22073	AT5G53510.1
jg22363	AT5G55340.1
jg22364	AT5G55350.1
jg22365	AT5G55360.1
jg22412	AT5G55760.1
jg22413	AT3G26550.1, AT5G46670.1
jg22636	AT5G57360.2
jg22637	AT5G57370.1
jg22701	AT5G57980.1
jg22702	AT5G57990.1
jg22864	AT5G59320.1
jg22865	AT5G59320.1
jg22867	AT5G59340.1
jg23148	AT5G62000.1
jg23266	AT5G63030.1
jg23267	AT5G63040.1
jg23328	AT5G63550.2
jg23329	AT5G63560.1
jg23330	AT5G63570.1
jg23331	AT5G63580.1
jg23329	AT5G63560.1
jg23330	AT5G63570.1
jg23331	AT5G63580.1
jg23502	AT5G64940.1
jg23503	AT5G64950.1
jg23504	AT5G64960.1
jg23609	AT5G65870.1
jg23610	AT5G65890.1
jg23611	AT5G65900.1
jg23648	AT5G67320.1
jg23649	AT5G67310.1
jg23650	AT5G67300.1
jg23651	AT5G67290.1
jg23652	AT5G67280.1
jg23653	AT5G67270.1
